Час;Объем полного планового потребления, МВт.ч;Индекс равновесных цен на покупку электроэнергии, руб./МВт.ч.;Объем покупки по регулируемым договорам, МВт.ч;Объем покупки на РСВ, МВт.ч;Объем продажи в обеспечение РД, МВт.ч;Максимальный индекс равновесной цены, руб./МВт.ч;Минимальный индекс равновесной цены, руб./МВт.ч;
0;94987.190;1196.09;9513.270;78437.450;21.369;1732.33;864.12;
1;93596.819;1065.83;9513.270;77066.333;69.837;1502.96;743.12;
2;92549.461;1034.69;9513.270;76049.575;116.191;1458.36;711.82;
3;92200.892;998.69;9513.270;75708.045;135.364;1378.93;682.88;
4;92467.416;1029.50;9513.270;75987.392;140.427;1432.16;702.23;
5;93625.358;1061.60;9513.270;77126.371;124.032;1439.91;727.87;
6;94540.224;1084.58;24438.562;63073.861;78.731;1499.63;747.68;
7;96360.520;1248.28;24438.562;64867.564;37.882;1761.35;856.11;
8;98838.655;1422.36;20490.544;71474.977;172.423;2061.01;977.40;
9;100942.192;1483.24;20490.544;73546.532;93.802;2245.53;1022.10;
10;102795.361;1566.38;20490.544;75367.920;57.939;2266.38;1109.75;
11;103534.107;1601.60;20490.544;76116.796;64.397;2309.70;1138.65;
12;103671.543;1594.47;20490.544;76245.623;61.692;2255.44;1137.73;
13;103744.786;1603.94;20490.544;76315.829;70.740;2257.12;1146.25;
14;103952.943;1607.00;20490.544;76541.866;72.460;2261.22;1154.64;
15;104666.481;1600.02;20490.544;77261.542;61.058;2221.71;1147.15;
16;106561.392;1625.84;20490.544;79177.936;37.307;2267.28;1159.16;
17;107422.324;1642.32;20490.544;80070.564;14.735;2333.19;1129.71;
18;107189.999;1640.10;38533.626;61897.096;106.653;2363.80;1115.82;
19;105963.326;1621.90;38533.626;60696.001;136.050;2327.65;1076.76;
20;104471.442;1608.62;38533.626;59226.743;173.282;2270.15;1047.88;
21;102534.946;1531.69;38533.626;57329.936;224.467;2218.48;982.80;
22;99683.816;1422.68;9513.270;83260.674;11.757;2189.35;931.66;
23;96759.329;1236.41;9513.270;80253.276;11.637;1893.95;873.20;
