Час;Объем полного планового потребления, МВт.ч;Индекс равновесных цен на покупку электроэнергии, руб./МВт.ч.;Объем покупки по регулируемым договорам, МВт.ч;Объем покупки на РСВ, МВт.ч;Объем продажи в обеспечение РД, МВт.ч;Максимальный индекс равновесной цены, руб./МВт.ч;Минимальный индекс равновесной цены, руб./МВт.ч;
0;98418.758;1059.52;9513.270;81895.182;11.363;1635.98;768.69;
1;96767.490;1008.13;9513.270;80227.846;10.152;1571.77;711.57;
2;95523.082;952.79;9513.270;78987.207;28.351;1463.20;648.35;
3;95759.461;968.42;9513.270;79243.763;51.971;1456.47;656.75;
4;96847.978;1002.20;9513.270;80329.243;56.863;1419.24;687.47;
5;99548.415;1082.10;9513.270;83057.729;45.157;1562.36;742.96;
6;103848.868;1297.23;24438.562;72416.654;21.923;1948.01;902.85;
7;108720.811;1546.01;24438.562;77199.775;11.206;2390.61;1000.17;
8;112449.366;1639.34;20490.544;84973.849;48.921;2459.06;1006.79;
9;114482.017;1650.47;20490.544;87006.489;26.120;2333.82;984.57;
10;114782.357;1656.86;20490.544;87287.139;15.497;2469.11;964.09;
11;114450.502;1670.08;20490.544;86959.532;36.802;2459.84;965.04;
12;113796.649;1654.64;20490.544;86273.356;21.748;2452.38;960.14;
13;113866.480;1658.93;20490.544;86333.292;19.720;2460.39;962.65;
14;113606.826;1659.30;20490.544;86067.060;10.548;2458.70;977.49;
15;113617.600;1645.44;20490.544;86087.585;10.849;2442.53;981.23;
16;114462.858;1647.75;20490.544;86944.763;8.983;2429.61;997.40;
17;115262.857;1648.14;20490.544;87777.684;6.722;2238.62;964.46;
18;114811.973;1659.99;38533.626;69302.701;25.431;2498.61;956.49;
19;113409.476;1636.09;38533.626;67906.073;43.117;2374.12;902.98;
20;111315.117;1544.19;38533.626;65868.168;69.029;2318.53;819.05;
21;108713.940;1486.32;38533.626;63489.423;117.894;2326.08;818.71;
22;104764.077;1295.60;9513.270;88424.322;8.630;2301.79;815.59;
23;100966.645;1169.48;9513.270;84568.418;7.224;2297.00;802.56;
