Час;Объем полного планового потребления, МВт.ч;Индекс равновесных цен на покупку электроэнергии, руб./МВт.ч.;Объем покупки по регулируемым договорам, МВт.ч;Объем покупки на РСВ, МВт.ч;Объем продажи в обеспечение РД, МВт.ч;Максимальный индекс равновесной цены, руб./МВт.ч;Минимальный индекс равновесной цены, руб./МВт.ч;
0;98236.447;1188.74;9513.270;81944.072;6.545;1818.50;714.14;
1;96543.540;1094.32;9513.270;80210.949;8.862;1543.37;710.73;
2;95518.361;1054.17;9513.270;79175.671;23.223;1480.56;709.81;
3;95360.768;1054.61;9513.270;79046.605;50.547;1459.18;712.35;
4;95675.611;1065.54;9513.270;79368.456;58.208;1497.21;715.28;
5;96982.355;1132.65;9513.270;80698.285;45.313;1574.61;726.08;
6;98634.167;1243.50;24438.562;67425.437;18.240;1730.55;747.44;
7;101426.266;1403.79;24438.562;70211.421;8.162;1984.66;802.65;
8;104717.149;1545.26;20490.544;77570.109;79.221;2338.88;833.73;
9;107515.339;1650.36;20490.544;80354.342;19.736;2448.06;844.97;
10;108868.597;1678.94;20490.544;81686.175;3.086;2422.42;833.13;
11;109225.301;1686.28;20490.544;82042.271;19.554;2425.56;829.45;
12;109045.909;1685.72;20490.544;81841.923;7.717;2426.43;828.47;
13;108846.954;1688.04;20490.544;81663.641;10.659;2425.49;839.89;
14;108826.838;1689.77;20490.544;81660.930;12.354;2423.27;855.13;
15;109272.474;1680.66;20490.544;82110.967;9.394;2395.41;860.80;
16;110749.985;1695.05;20490.544;83627.344;6.308;2368.21;862.32;
17;111715.337;1731.86;20490.544;84640.688;4.015;2447.16;838.79;
18;111366.279;1742.81;38533.626;66284.658;46.945;2448.09;870.83;
19;109971.040;1686.48;38533.626;64895.530;63.448;2386.18;843.68;
20;108131.462;1674.14;38533.626;63064.810;87.068;2389.18;831.74;
21;105877.130;1604.34;38533.626;60842.893;133.268;2393.75;775.13;
22;102694.858;1451.64;9513.270;86536.599;4.192;2393.47;721.53;
23;99473.288;1344.01;9513.270;83248.146;2.716;2068.86;721.44;
