Час;Объем полного планового потребления, МВт.ч;Индекс равновесных цен на покупку электроэнергии, руб./МВт.ч.;Объем покупки по регулируемым договорам, МВт.ч;Объем покупки на РСВ, МВт.ч;Объем продажи в обеспечение РД, МВт.ч;Максимальный индекс равновесной цены, руб./МВт.ч;Минимальный индекс равновесной цены, руб./МВт.ч;
0;95664.459;1153.65;9309.950;79426.168;23.553;1876.45;732.39;
1;93932.337;1083.32;9309.950;77704.143;56.965;1756.51;655.78;
2;93146.442;1049.73;9309.950;76974.724;113.506;2470.75;619.69;
3;93740.338;1082.17;9309.950;77604.141;140.197;1657.76;636.68;
4;95130.254;1129.01;9309.950;78991.182;146.283;1670.24;646.52;
5;97929.499;1281.55;9309.950;81671.099;106.763;1915.66;736.95;
6;101594.341;1564.02;23707.649;70881.285;82.940;2594.02;900.66;
7;106286.662;1685.73;23707.649;75447.765;66.688;2855.20;997.25;
8;110079.367;1818.83;19932.653;83191.351;180.942;2874.93;1119.19;
9;111942.353;1839.54;19932.653;85006.520;91.633;2828.33;1151.24;
10;112404.330;1843.21;19932.653;85437.763;54.461;2855.66;1178.57;
11;112131.569;1838.62;19932.653;85162.847;64.138;2883.94;1211.98;
12;111448.957;1827.45;19932.653;84462.557;54.982;2893.41;1211.37;
13;111933.509;1838.50;19932.653;84945.703;59.308;2920.19;1233.47;
14;111773.417;1824.19;19932.653;84773.424;58.145;2940.17;1197.94;
15;112264.034;1826.16;19932.653;85244.485;51.794;2813.84;1189.20;
16;113194.555;1845.97;19932.653;86190.519;28.586;3839.71;1200.78;
17;113421.836;1837.24;19932.653;86433.747;26.010;2835.12;1181.74;
18;112052.520;1822.90;37307.948;67748.468;67.561;2829.15;1182.90;
19;110016.737;1817.24;37307.948;65762.863;109.100;2900.44;1176.52;
20;107692.406;1763.34;37307.948;63490.685;170.940;2859.82;1128.32;
21;105179.941;1641.24;37307.948;61130.389;215.805;2793.36;1020.37;
22;101366.041;1517.79;9309.950;85080.908;23.497;2770.48;927.91;
23;98263.562;1237.91;9309.950;81888.163;18.893;2532.03;762.84;
