Час;Объем полного планового потребления, МВт.ч;Индекс равновесных цен на покупку электроэнергии, руб./МВт.ч.;Объем покупки по регулируемым договорам, МВт.ч;Объем покупки на РСВ, МВт.ч;Объем продажи в обеспечение РД, МВт.ч;Максимальный индекс равновесной цены, руб./МВт.ч;Минимальный индекс равновесной цены, руб./МВт.ч;
0;97965.081;1091.53;9309.950;81697.099;44.369;1648.02;661.41;
1;96196.300;1029.66;9309.950;79980.402;107.773;2090.83;607.72;
2;95635.604;992.69;9309.950;79488.000;171.887;2067.53;572.72;
3;95767.326;1002.97;9309.950;79647.855;201.864;1364.26;574.38;
4;97026.865;1054.65;9309.950;80906.424;201.872;1465.97;603.08;
5;100087.654;1217.62;9309.950;83923.593;152.967;1700.00;725.11;
6;104076.813;1510.41;23707.649;73488.775;106.450;2232.93;876.32;
7;108786.383;1718.42;23707.649;78097.603;79.311;2627.03;1042.95;
8;112422.937;1832.21;19932.653;85684.230;214.601;2760.52;1133.95;
9;114752.577;1871.20;19932.653;87939.796;106.249;2826.30;1182.88;
10;115035.428;1866.44;19932.653;88165.832;57.367;2761.20;1206.55;
11;114629.689;1867.28;19932.653;87744.728;59.455;2769.17;1214.47;
12;114015.710;1847.26;19932.653;87114.660;50.945;2745.63;1197.25;
13;113327.942;1824.04;19932.653;86421.080;49.925;2728.65;1234.50;
14;113342.860;1814.66;19932.653;86434.493;61.099;2737.45;1186.15;
15;113460.832;1804.18;19932.653;86538.374;50.983;2654.52;1163.99;
16;114400.244;1813.60;19932.653;87499.282;40.242;2690.06;1176.35;
17;114500.975;1800.51;19932.653;87599.577;39.258;2682.88;1180.37;
18;113452.014;1784.57;37307.948;69240.094;67.534;2702.16;1161.95;
19;111766.911;1776.18;37307.948;67616.825;121.552;2691.65;1165.91;
20;109490.317;1729.41;37307.948;65389.643;173.057;2663.19;1103.66;
21;106879.306;1597.91;37307.948;62947.649;263.929;2511.03;1000.54;
22;103149.809;1413.73;9309.950;86944.328;26.577;2564.83;857.70;
23;99955.078;1151.61;9309.950;83691.980;24.563;1799.44;722.65;
