Час;Объем полного планового потребления, МВт.ч;Индекс равновесных цен на покупку электроэнергии, руб./МВт.ч.;Объем покупки по регулируемым договорам, МВт.ч;Объем покупки на РСВ, МВт.ч;Объем продажи в обеспечение РД, МВт.ч;Максимальный индекс равновесной цены, руб./МВт.ч;Минимальный индекс равновесной цены, руб./МВт.ч;
0;97335.257;1152.39;9309.950;81278.248;82.833;1606.29;815.14;
1;95777.302;1095.22;9309.950;79802.101;185.570;2461.90;742.39;
2;94744.115;1064.67;9309.950;78843.257;256.839;1413.68;705.49;
3;94504.896;1025.24;9309.950;78626.769;282.121;1338.58;667.99;
4;95171.442;1042.79;9309.950;79309.627;291.739;1351.59;681.96;
5;96692.898;1100.44;9309.950;80777.496;236.950;1496.54;716.38;
6;98432.321;1170.39;23707.649;68082.882;178.637;1627.05;770.56;
7;101266.298;1314.20;23707.649;70827.735;91.627;1917.89;870.07;
8;104571.942;1637.84;19932.653;78182.311;295.452;2633.30;1089.09;
9;107354.030;1730.10;19932.653;80889.632;181.367;2636.56;1206.41;
10;108671.920;1746.84;19932.653;82136.096;121.940;2643.58;1243.58;
11;108857.664;1749.13;19932.653;82304.256;105.717;2644.20;1257.81;
12;108645.354;1747.99;19932.653;82098.785;112.616;2645.34;1249.62;
13;108713.627;1751.79;19932.653;82171.032;114.818;2648.77;1244.58;
14;108817.485;1750.44;19932.653;82282.426;116.178;2645.99;1220.92;
15;109229.285;1752.13;19932.653;82701.300;107.079;2702.62;1224.56;
16;110405.916;1753.18;19932.653;83854.943;52.229;2637.46;1236.05;
17;110660.754;1754.73;19932.653;84107.933;25.307;2665.89;1229.62;
18;110059.789;1756.26;37307.948;66207.336;121.427;2663.39;1216.44;
19;108636.839;1748.14;37307.948;64846.651;192.786;2654.16;1212.56;
20;106513.058;1725.04;37307.948;62779.713;272.389;2581.78;805.88;
21;103932.984;1600.49;37307.948;60319.165;383.919;2650.79;1095.16;
22;100979.416;1344.53;9309.950;84959.197;31.750;2103.03;808.63;
23;98164.782;1172.27;9309.950;82085.645;40.861;1768.85;796.21;
