Час;Объем полного планового потребления, МВт.ч;Индекс равновесных цен на покупку электроэнергии, руб./МВт.ч.;Объем покупки по регулируемым договорам, МВт.ч;Объем покупки на РСВ, МВт.ч;Объем продажи в обеспечение РД, МВт.ч;Максимальный индекс равновесной цены, руб./МВт.ч;Минимальный индекс равновесной цены, руб./МВт.ч;
0;96248.436;1242.15;9309.950;80035.994;28.902;1935.35;811.38;
1;94326.321;1161.58;9309.950;78105.245;53.189;1754.14;743.27;
2;93149.647;1098.17;9309.950;76981.374;116.191;1648.89;686.57;
3;92640.432;1074.27;9309.950;76503.842;154.119;1616.60;663.28;
4;93280.870;1104.59;9309.950;77163.755;163.091;1638.18;670.62;
5;94663.719;1163.10;9309.950;78515.895;128.428;1740.08;708.89;
6;95884.808;1190.31;23707.649;65316.016;89.914;1817.91;735.76;
7;98013.363;1342.44;23707.649;67443.294;60.285;1808.23;648.67;
8;100831.654;1560.22;19932.653;74259.319;245.152;2476.55;648.32;
9;103752.931;1668.24;19932.653;77095.910;122.629;2437.95;648.39;
10;105346.915;1761.47;19932.653;78678.811;86.464;2441.70;648.41;
11;105584.070;1766.08;19932.653;78903.395;71.777;2444.86;648.37;
12;105495.934;1768.40;19932.653;78789.935;64.717;2441.68;648.39;
13;105588.262;1773.57;19932.653;78890.709;68.462;2439.19;648.41;
14;106010.267;1769.73;19932.653;79330.327;75.473;2438.56;648.34;
15;107187.409;1791.11;19932.653;80511.188;64.463;2440.66;648.39;
16;108856.345;1807.27;19932.653;82207.541;42.216;2449.45;648.41;
17;109853.259;1819.85;19932.653;83209.940;18.092;2464.12;648.56;
18;109091.126;1803.89;37307.948;65146.806;90.524;2466.71;648.48;
19;107683.570;1785.73;37307.948;63762.605;118.095;2467.35;648.48;
20;105678.180;1779.87;37307.948;61789.044;173.304;2730.14;1204.32;
21;103298.642;1701.08;37307.948;59469.668;248.379;2752.33;1155.67;
22;99987.192;1530.04;9309.950;83887.638;27.611;2655.62;1017.81;
23;97659.082;1298.69;9309.950;81492.701;25.995;2107.24;873.25;
