Час;Объем полного планового потребления, МВт.ч;Индекс равновесных цен на покупку электроэнергии, руб./МВт.ч.;Объем покупки по регулируемым договорам, МВт.ч;Объем покупки на РСВ, МВт.ч;Объем продажи в обеспечение РД, МВт.ч;Максимальный индекс равновесной цены, руб./МВт.ч;Минимальный индекс равновесной цены, руб./МВт.ч;
0;95297.950;1513.58;9309.950;79013.791;11.362;2429.75;1071.53;
1;93516.202;1441.43;9309.950;77220.983;38.255;2202.44;1025.07;
2;92476.637;1338.79;9309.950;76219.335;101.486;2146.67;924.59;
3;92232.941;1297.72;9309.950;75999.901;137.568;1890.72;892.90;
4;92808.483;1352.54;9309.950;76599.793;146.493;1959.24;913.92;
5;94505.989;1421.43;9309.950;78295.171;113.932;2067.30;945.51;
6;95859.930;1504.68;23707.649;65244.631;84.384;2337.23;1010.78;
7;99350.478;1634.59;23707.649;68732.394;71.813;2622.26;1051.12;
8;102539.931;1949.13;19932.653;75879.845;198.126;2967.43;1213.49;
9;105093.000;2016.94;19932.653;78342.492;91.429;2966.93;1328.01;
10;106257.011;2041.65;19932.653;79457.021;44.754;3043.57;1354.16;
11;106325.801;2033.01;19932.653;79502.914;34.897;3030.97;1333.93;
12;105846.510;2025.99;19932.653;79029.383;46.664;2989.43;1310.87;
13;106035.483;2038.68;19932.653;79219.186;49.900;2968.35;1335.69;
14;106171.569;2030.44;19932.653;79361.913;47.158;2969.07;1298.53;
15;106866.583;2042.95;19932.653;80070.066;33.973;2970.34;1298.38;
16;107889.703;2051.19;19932.653;81122.409;16.871;2951.98;1310.98;
17;108634.937;2066.17;19932.653;81878.653;9.520;2928.07;1321.03;
18;107510.827;2048.97;37307.948;63450.924;99.876;2985.84;1302.50;
19;105651.374;2024.58;37307.948;61608.699;134.099;2984.11;1289.69;
20;103741.267;1955.64;37307.948;59749.569;190.130;2397.90;653.33;
21;101487.253;1840.54;37307.948;57588.937;271.954;2869.18;1222.75;
22;98538.654;1699.29;9309.950;82368.020;12.185;2893.05;1094.16;
23;95649.393;1515.31;9309.950;79384.155;12.405;2532.77;998.94;
