Час;Объем полного планового потребления, МВт.ч;Индекс равновесных цен на покупку электроэнергии, руб./МВт.ч.;Объем покупки по регулируемым договорам, МВт.ч;Объем покупки на РСВ, МВт.ч;Объем продажи в обеспечение РД, МВт.ч;Максимальный индекс равновесной цены, руб./МВт.ч;Минимальный индекс равновесной цены, руб./МВт.ч;
0;94790.493;1141.85;9843.867;78114.157;26.357;2266.58;790.07;
1;93015.289;1073.42;9843.867;76351.699;59.746;1784.33;744.87;
2;92162.551;1042.21;9843.867;75550.637;108.050;1526.06;727.66;
3;92010.845;1039.01;9843.867;75414.540;138.713;1495.48;729.02;
4;92601.091;1046.13;9843.867;76026.548;147.003;1452.91;727.47;
5;93933.829;1087.78;9843.867;77369.126;128.393;1555.18;750.68;
6;95345.130;1161.16;25476.897;63153.488;113.548;2179.94;771.80;
7;96984.025;1303.95;25476.897;64765.196;95.835;2288.06;862.91;
8;99681.448;1430.48;21275.630;71773.335;191.659;2332.09;933.63;
9;102401.055;1568.19;21275.630;74437.324;118.076;2393.94;1047.52;
10;103717.653;1588.65;21275.630;75706.760;93.157;2378.30;0.00;
11;103892.726;1593.18;21275.630;75833.324;84.452;2378.38;0.00;
12;103829.132;1591.12;21275.630;75762.996;90.165;2380.67;0.00;
13;103741.105;1581.54;21275.630;75667.257;99.138;2379.31;0.00;
14;103964.488;1581.63;21275.630;75947.821;116.885;2383.29;0.00;
15;104154.451;1586.44;21275.630;76127.616;94.403;2386.98;0.00;
16;105020.722;1616.44;21275.630;76977.770;52.363;2388.77;1053.56;
17;106478.180;1626.54;21275.630;78496.651;40.469;2214.03;1066.96;
18;107625.996;1658.27;40149.114;60817.593;85.718;2454.73;1101.76;
19;106554.446;1642.90;40149.114;59791.735;127.145;2276.89;1115.98;
20;104791.785;1643.57;40149.114;58106.266;182.304;2391.95;1124.07;
21;102315.641;1549.37;40149.114;55712.756;279.890;2294.08;1072.00;
22;98666.184;1452.54;9843.867;82103.416;22.497;2327.19;999.86;
23;95469.411;1241.26;9843.867;78845.407;23.127;2309.88;856.46;
