Час;Объем полного планового потребления, МВт.ч;Индекс равновесных цен на покупку электроэнергии, руб./МВт.ч.;Объем покупки по регулируемым договорам, МВт.ч;Объем покупки на РСВ, МВт.ч;Объем продажи в обеспечение РД, МВт.ч;Максимальный индекс равновесной цены, руб./МВт.ч;Минимальный индекс равновесной цены, руб./МВт.ч;
0;97708.107;1219.94;9843.867;80903.953;5.425;1772.02;857.37;
1;95833.927;1132.85;9843.867;78988.448;7.405;1613.66;771.23;
2;95107.485;1090.75;9843.867;78268.301;33.793;1524.99;732.03;
3;94609.205;1071.19;9843.867;77784.138;54.172;1489.76;701.93;
4;94923.716;1088.89;9843.867;78109.309;59.463;1489.56;700.55;
5;96121.669;1165.93;9843.867;79308.535;48.220;1582.89;746.25;
6;98060.309;1279.69;25476.897;65637.095;30.037;1746.18;819.72;
7;100993.465;1432.11;25476.897;68599.406;21.750;2059.40;907.29;
8;104102.971;1598.99;21275.630;75978.130;61.246;2291.26;1015.30;
9;106632.039;1650.09;21275.630;78476.123;11.383;2295.15;1059.16;
10;108072.526;1673.04;21275.630;79886.336;7.523;2267.36;1059.16;
11;108247.082;1675.17;21275.630;80038.488;3.797;2275.46;1059.16;
12;107814.280;1666.34;21275.630;79649.262;9.832;2269.12;1059.16;
13;107717.902;1667.73;21275.630;79568.423;9.296;2406.80;1103.19;
14;107497.751;1671.43;21275.630;79377.132;6.028;2398.16;1101.57;
15;107695.293;1655.63;21275.630;79551.624;6.672;2385.03;1075.50;
16;108859.548;1670.44;21275.630;80741.385;4.045;2323.01;1083.58;
17;110259.049;1682.04;21275.630;82171.592;3.353;2352.36;1111.21;
18;110861.538;1698.18;40149.114;63959.987;58.585;2371.69;1137.22;
19;109667.733;1681.01;40149.114;62786.067;78.545;2385.47;1128.29;
20;107896.501;1660.91;40149.114;61058.798;114.422;2369.96;1114.50;
21;105504.295;1592.09;40149.114;58740.140;195.737;2323.37;1027.54;
22;102126.957;1478.56;9843.867;85445.014;2.860;2348.68;966.74;
23;98684.506;1262.96;9843.867;81950.410;3.736;1940.04;862.18;
