Час;Объем полного планового потребления, МВт.ч;Индекс равновесных цен на покупку электроэнергии, руб./МВт.ч.;Объем покупки по регулируемым договорам, МВт.ч;Объем покупки на РСВ, МВт.ч;Объем продажи в обеспечение РД, МВт.ч;Максимальный индекс равновесной цены, руб./МВт.ч;Минимальный индекс равновесной цены, руб./МВт.ч;
0;95292.848;1102.63;9843.867;78400.265;44.478;1656.62;782.39;
1;93573.800;1052.66;9843.867;76683.749;63.046;1545.21;726.39;
2;93149.167;1021.70;9843.867;76270.100;97.843;1468.23;694.71;
3;93524.039;1029.15;9843.867;76676.022;122.088;1453.43;694.33;
4;94882.518;1080.22;9843.867;78061.830;122.037;1482.76;732.74;
5;97062.876;1289.77;9843.867;80228.394;104.041;1666.82;854.77;
6;101133.327;1445.15;25476.897;68635.023;58.984;2254.58;954.43;
7;105816.626;1659.73;25476.897;73242.041;48.628;2393.72;1113.39;
8;109514.901;1742.73;21275.630;81192.697;73.917;2430.20;1211.24;
9;111466.596;1764.04;21275.630;83097.964;53.310;2437.23;1246.89;
10;111404.474;1760.17;21275.630;82983.276;50.576;2395.89;1324.43;
11;110627.689;1769.57;21275.630;82161.590;56.449;2403.49;1320.20;
12;109916.376;1750.18;21275.630;81428.149;67.130;2331.08;1296.47;
13;109824.901;1750.63;21275.630;81323.348;70.826;2330.43;1303.20;
14;109582.759;1748.27;21275.630;81085.765;68.614;2332.53;1292.82;
15;109372.218;1722.81;21275.630;80885.233;73.462;2334.86;1246.28;
16;109232.721;1704.76;21275.630;80804.656;70.977;2368.97;1200.45;
17;110212.277;1720.66;21275.630;81877.161;60.044;2340.91;1158.16;
18;110860.932;1752.77;40149.114;63731.874;100.225;2378.18;1263.08;
19;109778.961;1749.28;40149.114;62703.509;137.304;2340.06;1161.63;
20;107759.296;1653.98;40149.114;60732.599;171.742;2335.28;1072.00;
21;105080.331;1553.18;40149.114;58225.783;241.185;2305.12;916.00;
22;101039.596;1439.23;9843.867;84318.380;53.610;2341.71;916.00;
23;97495.250;1300.23;9843.867;80709.327;54.762;2516.09;881.21;
