Час;Объем полного планового потребления, МВт.ч;Индекс равновесных цен на покупку электроэнергии, руб./МВт.ч.;Объем покупки по регулируемым договорам, МВт.ч;Объем покупки на РСВ, МВт.ч;Объем продажи в обеспечение РД, МВт.ч;Максимальный индекс равновесной цены, руб./МВт.ч;Минимальный индекс равновесной цены, руб./МВт.ч;
0;96899.031;1291.14;10094.352;79627.931;75.318;2310.24;683.38;
1;95276.843;1230.09;10094.352;78065.262;149.706;2297.61;683.24;
2;94187.813;1196.61;10094.352;77033.502;225.719;1771.60;683.23;
3;93879.028;1157.33;10094.352;76758.650;260.992;1750.01;683.42;
4;94049.165;1148.68;10094.352;76943.338;261.237;1749.82;588.47;
5;95165.969;1203.58;10094.352;78043.114;219.681;1711.26;683.28;
6;96539.991;1253.42;25458.661;64029.974;184.207;1750.85;683.02;
7;99366.235;1386.88;25458.661;66773.845;50.810;1931.52;683.34;
8;102521.219;1562.19;21459.107;74209.399;301.118;2335.88;683.52;
9;105384.047;1791.02;21459.107;76991.815;202.850;2351.29;683.58;
10;106867.356;1864.73;21459.107;78464.601;170.640;2344.09;683.51;
11;107407.802;1875.23;21459.107;78982.170;165.170;2343.05;683.55;
12;107717.026;1895.50;21459.107;79280.627;182.368;2339.46;683.60;
13;107790.557;1907.59;21459.107;79372.688;191.749;2337.24;683.85;
14;108113.791;1916.73;21459.107;79703.546;194.374;2331.99;684.21;
15;108954.973;1929.84;21459.107;80552.229;177.391;2330.82;684.34;
16;110824.535;1960.37;21459.107;82289.979;97.197;2327.49;684.13;
17;111654.599;1962.83;21459.107;83155.906;23.776;2380.91;683.91;
18;110983.669;1932.04;39991.376;64175.890;259.144;2402.20;683.81;
19;109367.085;1893.82;39991.376;62599.660;306.362;2402.84;683.73;
20;107385.475;1845.70;39991.376;60688.782;380.303;2385.00;683.24;
21;104884.401;1666.24;39991.376;58240.830;474.577;2349.70;682.79;
22;101449.691;1495.42;10094.352;84169.067;7.215;2343.38;683.00;
23;98411.023;1241.55;10094.352;81093.623;11.955;1871.48;683.56;
