Час;Объем полного планового потребления, МВт.ч;Индекс равновесных цен на покупку электроэнергии, руб./МВт.ч.;Объем покупки по регулируемым договорам, МВт.ч;Объем покупки на РСВ, МВт.ч;Объем продажи в обеспечение РД, МВт.ч;Максимальный индекс равновесной цены, руб./МВт.ч;Минимальный индекс равновесной цены, руб./МВт.ч;
0;102759.454;1178.05;10094.352;85620.884;189.498;2416.33;717.40;
1;100875.016;1114.26;10094.352;83823.217;287.362;2380.96;665.36;
2;100008.336;1067.57;10094.352;83006.043;358.468;1580.00;602.75;
3;99997.031;997.33;10094.352;83019.658;391.626;1580.00;3.64;
4;101266.317;1035.95;10094.352;84295.661;394.943;1580.00;4.07;
5;104557.916;1198.34;10094.352;87616.305;352.791;1783.46;4.29;
6;108545.599;1518.23;25458.661;76232.622;305.696;2148.49;773.99;
7;113259.487;1713.31;25458.661;80750.559;193.965;2599.18;910.06;
8;117403.525;1898.57;21459.107;89138.281;407.291;2362.21;943.00;
9;119481.113;1933.51;21459.107;91168.056;315.966;2533.74;1161.92;
10;119811.171;1945.68;21459.107;91465.115;268.647;2646.82;1179.18;
11;119398.971;1951.01;21459.107;91022.462;246.224;2670.27;1178.14;
12;118991.968;1914.27;21459.107;90597.621;226.548;2654.28;1186.59;
13;119235.870;1936.18;21459.107;90860.728;227.959;2669.33;1203.50;
14;119485.241;1969.62;21459.107;91092.018;234.777;2586.73;1195.60;
15;120236.815;1915.20;21459.107;91812.945;206.488;2573.09;1117.22;
16;120978.757;1941.30;21459.107;92484.055;152.361;2643.14;1120.20;
17;120680.345;1921.67;21459.107;92212.528;113.199;2652.33;1128.07;
18;119282.697;1908.85;39991.376;72438.087;299.817;2841.27;914.44;
19;117401.565;1830.75;39991.376;70587.162;345.850;2330.67;916.91;
20;115095.763;1802.50;39991.376;68276.950;375.020;2587.79;998.54;
21;112444.128;1685.58;39991.376;65773.297;422.093;2578.28;981.65;
22;108603.659;1446.78;10094.352;91374.512;17.839;2198.74;926.23;
23;105736.301;1288.44;10094.352;88511.543;78.834;2377.50;828.90;
