Час;Объем полного планового потребления, МВт.ч;Индекс равновесных цен на покупку электроэнергии, руб./МВт.ч.;Объем покупки по регулируемым договорам, МВт.ч;Объем покупки на РСВ, МВт.ч;Объем продажи в обеспечение РД, МВт.ч;Максимальный индекс равновесной цены, руб./МВт.ч;Минимальный индекс равновесной цены, руб./МВт.ч;
0;97781.400;1156.76;10094.352;80285.916;77.080;2384.86;756.85;
1;96092.329;1104.27;10094.352;78682.704;164.673;1430.00;716.45;
2;95316.828;1076.39;10094.352;77980.657;241.146;1424.00;692.61;
3;95121.211;1072.10;10094.352;77820.523;280.909;1422.91;681.32;
4;96308.454;1104.88;10094.352;79022.838;292.113;1404.52;697.54;
5;98836.322;1218.96;10094.352;81511.125;248.377;1573.05;751.24;
6;102281.110;1395.65;25458.661;69551.748;203.857;1777.40;844.81;
7;106760.132;1662.08;25458.661;73749.086;80.099;2263.72;783.56;
8;110626.596;1882.47;21459.107;81860.519;304.176;2447.53;789.68;
9;112674.056;1917.07;21459.107;83850.879;220.677;2638.36;1264.65;
10;112968.084;1941.51;21459.107;84148.557;197.598;2849.25;1333.77;
11;112601.737;1979.84;21459.107;83753.302;210.039;3809.98;1351.82;
12;112117.359;1957.32;21459.107;83240.510;193.791;3276.96;1338.36;
13;112258.387;1976.71;21459.107;83424.608;210.825;3806.88;1330.05;
14;112176.187;1963.48;21459.107;83337.329;191.848;3404.30;1324.54;
15;112687.493;1926.80;21459.107;83824.279;181.734;2603.74;1288.29;
16;113597.120;1946.38;21459.107;84630.552;93.814;2910.33;1291.25;
17;113505.095;1928.14;21459.107;84590.892;43.654;2801.71;785.08;
18;112566.919;1924.33;39991.376;65342.824;269.844;3040.68;1276.26;
19;111045.950;1894.98;39991.376;63867.402;309.264;2591.66;1269.07;
20;108776.278;1733.51;39991.376;61668.245;390.636;2398.13;783.60;
21;106362.514;1573.28;39991.376;59436.151;467.596;2535.39;1041.54;
22;103006.517;1303.34;10094.352;85504.972;5.335;2220.84;856.77;
23;99749.596;1153.45;10094.352;82218.323;5.510;2061.28;748.30;
