Час;Объем полного планового потребления, МВт.ч;Индекс равновесных цен на покупку электроэнергии, руб./МВт.ч.;Объем покупки по регулируемым договорам, МВт.ч;Объем покупки на РСВ, МВт.ч;Объем продажи в обеспечение РД, МВт.ч;Максимальный индекс равновесной цены, руб./МВт.ч;Минимальный индекс равновесной цены, руб./МВт.ч;
0;90510.762;1167.02;8507.576;75281.514;35.014;1756.82;781.77;
1;89162.864;1096.60;8507.576;73912.685;53.659;1592.79;709.92;
2;88792.930;1090.07;8507.576;73548.878;68.642;1538.68;710.68;
3;89114.580;1116.83;8507.576;73867.339;68.306;1550.86;718.69;
4;90776.924;1211.44;8507.576;75554.712;70.400;1640.99;779.41;
5;93104.491;1394.77;8507.576;77909.622;57.162;1847.62;881.09;
6;95992.663;1482.57;21741.374;67547.572;54.224;2070.93;917.80;
7;99383.432;1634.77;21741.374;70801.976;44.740;2223.29;926.05;
8;102738.434;1677.85;18186.010;77693.634;50.562;2264.87;929.55;
9;104170.795;1702.43;18186.010;79122.418;44.862;2268.61;948.67;
10;103955.631;1707.08;18186.010;78900.610;51.246;2268.94;948.67;
11;103208.917;1717.12;18186.010;78138.632;64.512;2265.95;948.67;
12;102232.664;1683.95;18186.010;77158.243;67.451;2272.10;948.67;
13;102080.231;1684.42;18186.010;76981.585;63.600;2270.24;948.67;
14;101569.515;1678.00;18186.010;76454.503;69.592;2272.17;948.67;
15;101012.838;1667.89;18186.010;75911.120;70.115;2276.18;948.67;
16;100817.786;1669.47;18186.010;75750.268;67.226;2282.97;948.67;
17;101038.571;1662.30;18186.010;76011.913;55.693;2237.93;948.67;
18;102128.591;1669.31;34260.753;61120.575;92.791;2263.75;948.68;
19;102925.095;1673.51;34260.753;61958.657;83.408;2247.23;948.68;
20;101395.387;1667.74;34260.753;60481.035;100.659;2234.62;948.70;
21;99051.456;1612.09;34260.753;58440.522;137.403;2373.50;1027.52;
22;95238.638;1464.52;8507.576;80348.777;26.926;2426.92;947.19;
23;92541.045;1378.45;8507.576;77637.002;20.932;2407.36;885.23;
