Час;Объем полного планового потребления, МВт.ч;Индекс равновесных цен на покупку электроэнергии, руб./МВт.ч.;Объем покупки по регулируемым договорам, МВт.ч;Объем покупки на РСВ, МВт.ч;Объем продажи в обеспечение РД, МВт.ч;Максимальный индекс равновесной цены, руб./МВт.ч;Минимальный индекс равновесной цены, руб./МВт.ч;
0;92209.404;1149.00;8507.576;77096.927;38.345;1686.67;767.04;
1;90957.090;1105.93;8507.576;75846.618;53.213;1642.88;733.16;
2;90430.944;1095.30;8507.576;75322.076;62.627;1609.90;730.87;
3;90703.440;1099.89;8507.576;75596.201;63.787;1609.00;731.16;
4;92394.517;1149.03;8507.576;77294.747;60.406;1660.50;747.95;
5;94518.635;1385.05;8507.576;79345.674;49.766;2430.60;898.18;
6;97780.739;1550.50;21741.374;69363.003;50.388;2427.66;982.49;
7;101524.078;1656.22;21741.374;72968.018;34.344;2433.21;936.50;
8;104722.545;1670.44;18186.010;79704.375;18.769;2417.21;936.70;
9;106215.239;1675.24;18186.010;81152.753;9.876;2407.71;937.37;
10;106048.705;1672.01;18186.010;80949.486;12.034;2422.76;930.64;
11;105393.934;1671.18;18186.010;80276.449;25.877;2523.51;930.65;
12;104836.872;1659.07;18186.010;79723.629;35.317;2494.98;930.64;
13;104641.502;1655.52;18186.010;79502.266;26.268;2495.91;930.64;
14;104146.115;1651.02;18186.010;79023.570;35.207;2495.21;930.64;
15;103587.829;1644.03;18186.010;78494.831;32.698;2500.62;930.64;
16;103677.556;1661.41;18186.010;78615.893;36.593;2383.46;930.64;
17;103787.339;1624.69;18186.010;78761.746;26.283;2366.38;930.63;
18;105093.654;1649.74;34260.753;64101.496;64.060;2396.50;930.63;
19;105653.286;1662.79;34260.753;64716.606;68.116;2494.94;930.64;
20;104287.839;1652.54;34260.753;63358.504;84.421;2459.48;930.64;
21;102264.048;1623.05;34260.753;61473.236;111.329;2341.04;1011.34;
22;98464.342;1432.70;8507.576;83321.160;8.714;2396.35;940.53;
23;95580.979;1292.03;8507.576;80417.193;12.153;2315.53;883.17;
