Час;Объем полного планового потребления, МВт.ч;Индекс равновесных цен на покупку электроэнергии, руб./МВт.ч.;Объем покупки по регулируемым договорам, МВт.ч;Объем покупки на РСВ, МВт.ч;Объем продажи в обеспечение РД, МВт.ч;Максимальный индекс равновесной цены, руб./МВт.ч;Минимальный индекс равновесной цены, руб./МВт.ч;
0;92599.230;1132.08;8507.576;77449.709;30.336;1747.32;781.55;
1;91132.126;1075.77;8507.576;75987.144;42.333;1634.79;723.04;
2;90403.074;1058.58;8507.576;75243.964;49.954;1572.39;717.74;
3;90713.994;1071.79;8507.576;75562.273;56.533;1584.30;719.46;
4;92271.570;1106.22;8507.576;77135.787;52.034;1640.05;732.10;
5;94269.730;1231.76;8507.576;79129.348;42.625;1726.49;823.90;
6;97377.187;1439.04;21741.374;69000.672;36.565;2381.97;957.84;
7;100776.710;1538.40;21741.374;72296.427;27.387;2411.79;1000.42;
8;103701.945;1571.14;18186.010;78782.213;36.943;2426.98;1058.78;
9;104907.238;1587.29;18186.010;79978.494;40.647;2452.21;1082.78;
10;104519.991;1576.50;18186.010;79563.249;41.342;2455.70;1090.12;
11;103927.025;1589.86;18186.010;78953.286;54.991;2452.15;1093.57;
12;103201.376;1572.55;18186.010;78181.005;64.001;2450.89;1081.00;
13;103211.605;1576.51;18186.010;78188.690;58.854;2452.00;1081.00;
14;102685.227;1567.35;18186.010;77674.342;68.067;2450.95;1057.95;
15;102346.085;1577.99;18186.010;77341.609;67.719;2456.53;1064.02;
16;102564.616;1589.70;18186.010;77600.076;68.524;2388.63;1049.51;
17;102773.501;1571.01;18186.010;77834.306;61.202;2389.26;1016.14;
18;104115.658;1578.99;34260.753;63171.636;89.316;2435.94;1022.82;
19;104717.418;1592.38;34260.753;63797.947;79.175;2426.37;1065.01;
20;103444.679;1588.25;34260.753;62533.724;95.707;2414.69;1075.69;
21;101360.351;1570.36;34260.753;60604.834;127.110;2404.15;1061.60;
22;97488.002;1422.76;8507.576;82379.362;12.227;2437.72;951.90;
23;94929.527;1257.25;8507.576;79782.207;15.681;1945.77;878.04;
