Час;Объем полного планового потребления, МВт.ч;Индекс равновесных цен на покупку электроэнергии, руб./МВт.ч.;Объем покупки по регулируемым договорам, МВт.ч;Объем покупки на РСВ, МВт.ч;Объем продажи в обеспечение РД, МВт.ч;Максимальный индекс равновесной цены, руб./МВт.ч;Минимальный индекс равновесной цены, руб./МВт.ч;
0;77224.087;1443.42;7362.790;63791.478;12.635;1646.96;1012.56;
1;75545.718;1329.76;7362.790;62117.094;31.120;1493.59;916.01;
2;74503.330;1263.46;7362.790;61101.280;57.321;1445.65;849.61;
3;73902.484;1161.27;7362.790;60521.673;77.460;1328.94;781.83;
4;73807.328;1159.06;7362.790;60439.925;103.199;1352.72;770.61;
5;74456.384;1209.82;7362.790;61084.694;113.617;1413.70;800.27;
6;76193.287;1305.08;20472.623;49715.302;96.685;1519.90;870.36;
7;79293.060;1463.95;20472.623;52772.802;32.521;1709.39;966.33;
8;82482.056;1655.04;17180.630;59352.320;80.698;1860.59;1079.71;
9;84617.138;1800.52;17180.630;61442.519;44.215;2053.52;1196.99;
10;85188.492;1845.41;17180.630;61980.230;26.702;2137.35;1242.88;
11;85277.020;1832.27;17180.630;62046.349;23.971;2131.50;1238.09;
12;84888.379;1743.01;17180.630;61641.933;24.343;2028.05;1181.62;
13;84485.532;1722.78;17180.630;61241.942;21.971;2005.67;1176.55;
14;84145.427;1711.31;17180.630;60921.177;41.756;1987.08;1170.96;
15;83694.662;1680.82;17180.630;60488.139;52.192;1966.33;1152.62;
16;83554.618;1663.34;17180.630;60359.763;38.430;1930.17;1119.42;
17;83377.931;1640.90;17180.630;60227.118;40.318;1911.95;1091.25;
18;83397.791;1647.73;17180.630;60277.163;43.024;1941.84;1082.84;
19;84152.621;1693.72;32423.929;45905.052;127.420;2018.09;1105.73;
20;84826.661;1733.75;32423.929;46581.190;115.745;2177.55;1132.60;
21;84116.053;1723.54;32423.929;45919.751;171.107;2209.43;1154.62;
22;81259.775;1568.31;32423.929;43164.032;315.004;1864.55;1080.15;
23;78812.427;1399.64;7362.790;65432.360;5.873;1627.76;969.78;
