Час;Объем полного планового потребления, МВт.ч;Индекс равновесных цен на покупку электроэнергии, руб./МВт.ч.;Объем покупки по регулируемым договорам, МВт.ч;Объем покупки на РСВ, МВт.ч;Объем продажи в обеспечение РД, МВт.ч;Максимальный индекс равновесной цены, руб./МВт.ч;Минимальный индекс равновесной цены, руб./МВт.ч;
0;80813.729;1401.69;7362.790;67144.243;15.779;1591.65;1030.40;
1;79197.582;1310.49;7362.790;65504.864;15.719;1484.72;971.08;
2;78339.312;1201.55;7362.790;64653.020;22.168;1470.01;852.44;
3;77984.515;1010.21;7362.790;64316.633;33.134;1470.01;0.00;
4;77863.558;1000.68;7362.790;64206.049;38.412;1470.01;0.00;
5;78267.006;1017.00;7362.790;64636.971;42.363;1478.59;0.00;
6;79275.426;1252.93;20472.623;52596.662;34.159;1523.09;784.30;
7;81878.633;1340.24;20472.623;55174.182;26.876;1598.88;825.08;
8;85067.291;1513.12;17180.630;61691.015;56.411;1815.27;1004.58;
9;87268.738;1681.52;17180.630;63863.585;20.875;2053.78;1216.49;
10;88228.836;1717.17;17180.630;64815.043;17.278;2139.61;1261.23;
11;88353.073;1720.13;17180.630;64910.911;17.018;2171.72;1271.78;
12;88045.999;1708.83;17180.630;64607.297;20.417;2099.78;1274.25;
13;87901.600;1705.57;17180.630;64470.618;19.819;2096.11;1270.29;
14;87589.211;1701.22;17180.630;64150.876;21.975;2096.32;1256.57;
15;87297.283;1696.25;17180.630;63849.387;20.678;2086.43;1249.86;
16;87314.291;1684.02;17180.630;63882.019;20.207;2025.96;1227.17;
17;87339.320;1663.00;17180.630;63922.553;20.256;2235.08;1165.88;
18;87817.180;1684.44;17180.630;64420.295;19.959;2236.79;1166.98;
19;88809.391;1731.16;32423.929;50263.040;75.671;2256.05;1187.86;
20;89438.196;1751.23;32423.929;50911.645;82.898;2271.13;1211.82;
21;88071.825;1740.82;32423.929;49570.791;129.143;2463.57;1127.49;
22;85072.027;1602.67;32423.929;46656.888;256.752;2033.18;1171.43;
23;82837.482;1497.31;7362.790;69188.367;12.364;1811.40;1109.54;
