Час;Объем полного планового потребления, МВт.ч;Индекс равновесных цен на покупку электроэнергии, руб./МВт.ч.;Объем покупки по регулируемым договорам, МВт.ч;Объем покупки на РСВ, МВт.ч;Объем продажи в обеспечение РД, МВт.ч;Максимальный индекс равновесной цены, руб./МВт.ч;Минимальный индекс равновесной цены, руб./МВт.ч;
0;75692.730;1251.21;7362.790;62179.463;29.925;1429.00;847.77;
1;73995.210;1092.93;7362.790;60503.263;66.782;1237.69;738.67;
2;73211.012;1013.04;7362.790;59760.150;99.921;1153.33;672.23;
3;72860.970;986.87;7362.790;59438.699;126.304;1140.56;630.56;
4;73447.070;1078.21;7362.790;60065.316;150.480;2061.67;231.07;
5;74843.846;1230.16;7362.790;61464.689;151.239;1845.00;629.09;
6;78050.341;1334.69;20472.623;51478.227;114.443;2062.00;686.04;
7;81889.993;1516.13;20472.623;55200.348;62.387;2174.06;955.19;
8;85337.798;1695.36;17180.630;62034.233;127.763;2173.87;0.00;
9;86973.827;1781.45;17180.630;63660.899;108.161;2256.61;334.50;
10;87016.185;1748.25;17180.630;63700.582;101.728;2249.34;1172.30;
11;86735.292;1807.55;17180.630;63419.509;108.372;2330.05;927.00;
12;86164.571;1797.45;17180.630;62859.204;110.378;2262.57;927.00;
13;86640.586;1823.30;17180.630;63354.670;112.207;2318.77;927.00;
14;86391.713;1814.74;17180.630;63118.671;126.664;2308.45;1248.77;
15;85784.480;1796.62;17180.630;62531.076;110.252;2281.92;1245.96;
16;85205.293;1783.43;17180.630;61939.092;98.515;2285.53;1240.11;
17;84524.794;1741.61;17180.630;61259.121;100.618;2242.56;1205.30;
18;84443.961;1709.65;17180.630;61171.594;105.613;2149.04;1153.97;
19;84734.494;1685.55;32423.929;46313.260;192.010;2160.89;1135.86;
20;85302.547;1698.50;32423.929;46880.405;171.847;2165.00;1120.49;
21;84567.245;1755.43;32423.929;46280.166;199.770;2306.77;1214.64;
22;81339.160;1576.43;32423.929;43131.434;353.884;2106.42;0.00;
23;78432.765;1333.21;7362.790;64928.250;44.603;1571.54;921.92;
