Час;Объем полного планового потребления, МВт.ч;Индекс равновесных цен на покупку электроэнергии, руб./МВт.ч.;Объем покупки по регулируемым договорам, МВт.ч;Объем покупки на РСВ, МВт.ч;Объем продажи в обеспечение РД, МВт.ч;Максимальный индекс равновесной цены, руб./МВт.ч;Минимальный индекс равновесной цены, руб./МВт.ч;
0;74090.574;1251.86;7362.790;60853.515;60.004;1482.71;837.39;
1;72494.930;1111.77;7362.790;59341.396;159.578;1300.00;720.57;
2;71582.330;1037.10;7362.790;58482.862;216.746;1222.00;659.74;
3;71302.889;1007.01;7362.790;58218.807;237.042;1189.40;635.40;
4;71807.048;1020.90;7362.790;58889.981;292.313;1238.70;636.82;
5;73815.818;1078.17;7362.790;60766.397;279.500;1303.80;677.00;
6;78053.138;1472.67;20472.623;51789.412;206.200;1715.74;921.17;
7;81344.781;1678.76;20472.623;54846.885;87.273;2055.11;1051.27;
8;85446.048;1807.59;17180.630;62425.028;188.699;2377.35;1052.21;
9;87768.236;1828.69;17180.630;64702.953;118.042;2495.56;1072.24;
10;88197.757;1834.97;17180.630;65075.789;87.170;2451.41;1092.39;
11;88013.171;1848.25;17180.630;64875.159;91.653;2532.22;1082.48;
12;87511.980;1832.94;17180.630;64382.813;98.810;2575.10;1063.62;
13;87752.345;1829.50;17180.630;64657.789;94.962;2493.80;1046.00;
14;87472.882;1849.45;17180.630;64247.402;104.121;2429.69;1093.25;
15;86870.653;1842.62;17180.630;63625.408;69.401;2428.44;1092.53;
16;86101.570;1828.52;17180.630;62848.988;61.424;2483.41;1085.31;
17;85277.973;1812.97;17180.630;62045.070;69.452;2488.69;1065.15;
18;84722.611;1804.90;17180.630;61498.608;68.184;2437.10;1062.14;
19;84638.775;1804.91;32423.929;46303.239;202.760;2436.47;1053.84;
20;84959.526;1797.35;32423.929;46589.655;155.279;2438.63;1055.97;
21;84289.157;1799.00;32423.929;46094.970;223.363;2444.71;1097.14;
22;80740.177;1676.14;32423.929;42751.225;442.999;2469.19;0.00;
23;76782.797;1327.79;7362.790;63348.755;15.803;1647.41;0.00;
