Час;Объем полного планового потребления, МВт.ч;Индекс равновесных цен на покупку электроэнергии, руб./МВт.ч.;Объем покупки по регулируемым договорам, МВт.ч;Объем покупки на РСВ, МВт.ч;Объем продажи в обеспечение РД, МВт.ч;Максимальный индекс равновесной цены, руб./МВт.ч;Минимальный индекс равновесной цены, руб./МВт.ч;
0;76309.631;1344.58;7371.413;62577.986;56.529;1623.62;892.35;
1;74699.066;1274.93;7371.413;61034.717;153.046;1511.38;845.02;
2;73778.695;1227.46;7371.413;60159.586;209.928;1433.40;802.13;
3;73877.914;1223.11;7371.413;60272.823;224.310;1422.72;793.21;
4;74917.004;1306.09;7371.413;61318.577;203.780;1874.42;839.88;
5;76942.276;1375.64;7371.413;63349.086;180.950;1874.60;879.79;
6;80258.704;1456.09;20629.772;53400.450;173.187;1887.02;928.01;
7;84409.923;1653.82;20629.772;57316.589;59.665;2060.64;1062.32;
8;88178.926;1819.13;17402.277;64522.706;273.081;2353.75;1037.01;
9;90183.522;1852.84;17402.277;66390.455;171.457;2498.62;1094.33;
10;90254.899;1886.09;17402.277;66429.581;166.313;2749.25;1030.01;
11;89924.478;1833.11;17402.277;66069.930;162.974;2532.23;1086.63;
12;89328.907;1826.06;17402.277;65498.355;155.465;2527.73;1081.53;
13;89654.837;1833.09;17402.277;65835.951;150.050;2551.43;1087.87;
14;89458.206;1878.91;17402.277;65663.007;148.508;2572.75;1092.69;
15;89081.973;1872.19;17402.277;65280.942;113.187;2579.10;1092.71;
16;88908.266;1863.49;17402.277;65112.394;111.072;2546.15;1112.55;
17;88919.292;1856.67;17402.277;65154.746;136.009;2368.89;1075.94;
18;90122.870;1906.28;17402.277;66329.595;58.817;2437.13;1205.21;
19;91207.632;1952.37;32729.955;52192.215;115.014;2612.08;1176.16;
20;89628.745;1959.89;32729.955;50635.997;136.952;2584.18;1051.13;
21;86612.639;1866.22;32729.955;48020.217;239.084;2413.92;1018.40;
22;82057.829;1674.41;32729.955;43771.973;534.366;2151.04;1083.52;
23;79139.588;1504.30;7371.413;65617.001;15.526;1774.62;983.97;
