Час;Объем полного планового потребления, МВт.ч;Индекс равновесных цен на покупку электроэнергии, руб./МВт.ч.;Объем покупки по регулируемым договорам, МВт.ч;Объем покупки на РСВ, МВт.ч;Объем продажи в обеспечение РД, МВт.ч;Максимальный индекс равновесной цены, руб./МВт.ч;Минимальный индекс равновесной цены, руб./МВт.ч;
0;75809.223;1297.01;7371.413;62125.727;60.488;1566.74;832.90;
1;74053.864;1186.15;7371.413;60442.203;154.959;1364.88;754.13;
2;73122.699;1129.38;7371.413;59572.432;220.183;1303.80;708.04;
3;72868.021;1131.41;7371.413;59334.140;247.047;1309.90;698.77;
4;73959.358;1253.40;7371.413;60453.905;245.682;1472.96;751.86;
5;75599.846;1361.17;7371.413;62122.328;259.384;1593.37;820.04;
6;78797.987;1467.13;20629.772;52023.183;257.644;1731.13;894.99;
7;83434.456;1761.33;20629.772;56430.212;140.350;2073.07;1043.29;
8;87516.757;1947.87;17402.277;63913.233;310.081;2273.25;1191.31;
9;90021.591;2024.39;17402.277;66243.631;178.452;2488.89;1174.78;
10;90666.477;2039.50;17402.277;66800.756;110.499;2466.42;1189.75;
11;90757.579;2033.53;17402.277;66849.107;86.337;2480.05;1182.37;
12;90371.125;2022.93;17402.277;66480.754;90.002;2493.62;1186.34;
13;90895.648;2034.07;17402.277;67018.302;83.656;2530.87;1189.38;
14;91128.427;2067.66;17402.277;67268.753;86.739;2536.05;1191.52;
15;90861.956;2071.91;17402.277;67049.888;61.082;2537.41;1202.03;
16;90397.679;2063.28;17402.277;66627.292;67.891;2532.77;1211.55;
17;89934.638;2045.89;17402.277;66200.295;80.415;2498.89;1204.24;
18;90275.883;2041.04;17402.277;66557.861;80.239;2613.78;1302.20;
19;91322.818;2062.67;32729.955;52377.319;146.065;2609.51;1342.28;
20;90035.227;2018.63;32729.955;51120.608;131.845;2619.21;1293.72;
21;86962.334;1885.83;32729.955;48240.542;213.157;2550.28;1255.13;
22;82047.998;1590.59;32729.955;43596.825;537.599;2053.67;1032.95;
23;78902.919;1415.91;7371.413;65238.136;31.420;1716.99;931.56;
