Час;Объем полного планового потребления, МВт.ч;Индекс равновесных цен на покупку электроэнергии, руб./МВт.ч.;Объем покупки по регулируемым договорам, МВт.ч;Объем покупки на РСВ, МВт.ч;Объем продажи в обеспечение РД, МВт.ч;Максимальный индекс равновесной цены, руб./МВт.ч;Минимальный индекс равновесной цены, руб./МВт.ч;
0;76711.849;1224.78;7371.413;63146.930;30.358;1556.13;719.24;
1;75099.815;1192.15;7371.413;61609.225;119.179;1476.98;695.63;
2;74550.614;1147.72;7371.413;61111.628;170.565;1375.06;644.37;
3;74753.765;1147.02;7371.413;61341.228;190.428;1357.23;636.68;
4;75793.978;1222.41;7371.413;62370.344;167.783;1485.84;675.66;
5;77703.757;1351.38;7371.413;64298.381;152.473;1633.73;747.07;
6;81080.015;1477.11;20629.772;54418.960;145.234;1762.20;841.34;
7;85178.967;1663.63;20629.772;58320.776;70.399;2096.02;957.49;
8;88636.748;1822.31;17402.277;65175.501;246.044;2549.01;1084.81;
9;90448.227;1854.46;17402.277;66864.214;152.422;2794.54;989.66;
10;90638.236;1860.51;17402.277;66990.825;129.340;2793.54;892.28;
11;90408.491;1853.56;17402.277;66738.905;127.801;2793.96;941.23;
12;89601.234;1839.46;17402.277;65945.988;138.119;2793.60;1015.35;
13;89901.184;1847.66;17402.277;66249.043;138.400;2793.10;952.30;
14;89687.801;1898.82;17402.277;66082.108;138.834;2710.53;1066.43;
15;89544.487;1925.76;17402.277;65925.304;101.957;2710.91;1193.39;
16;89240.808;1925.27;17402.277;65650.041;105.092;2705.90;1201.83;
17;89319.147;1903.41;17402.277;65803.035;117.565;2695.12;1146.89;
18;90448.706;1947.99;17402.277;66928.607;58.278;2761.59;1160.69;
19;91328.672;1957.79;32729.955;52606.696;117.848;2787.74;1156.92;
20;89654.090;1908.93;32729.955;50978.858;154.990;2706.69;1007.96;
21;86600.345;1774.40;32729.955;48090.887;261.417;2577.52;978.03;
22;82049.039;1580.89;32729.955;43814.339;554.763;2163.15;951.99;
23;79120.767;1374.73;7371.413;65631.579;9.628;1751.81;835.07;
