Час;Объем полного планового потребления, МВт.ч;Индекс равновесных цен на покупку электроэнергии, руб./МВт.ч.;Объем покупки по регулируемым договорам, МВт.ч;Объем покупки на РСВ, МВт.ч;Объем продажи в обеспечение РД, МВт.ч;Максимальный индекс равновесной цены, руб./МВт.ч;Минимальный индекс равновесной цены, руб./МВт.ч;
0;76587.856;1176.96;7371.413;62941.344;20.083;1439.57;638.43;
1;75073.658;1091.86;7371.413;61487.648;87.493;1411.57;569.98;
2;74590.940;1088.68;7371.413;61051.281;137.745;1403.76;559.25;
3;74780.481;1079.58;7371.413;61267.417;159.383;1402.69;547.73;
4;76224.322;1170.11;7371.413;62714.740;147.041;1466.84;602.04;
5;78488.918;1377.25;7371.413;64963.955;114.704;1713.85;710.78;
6;81453.487;1457.76;20629.772;54649.908;124.329;1765.07;740.62;
7;85257.849;1569.36;20629.772;58297.870;84.260;1929.36;822.70;
8;88883.533;1788.78;17402.277;65287.476;228.458;2185.99;942.57;
9;90787.817;1843.99;17402.277;67090.667;142.726;2326.02;978.54;
10;90863.048;1841.89;17402.277;67124.056;116.488;2350.22;975.42;
11;90526.068;1825.45;17402.277;66749.594;112.519;2291.11;986.36;
12;90037.122;1781.47;17402.277;66268.713;127.136;2281.04;956.79;
13;90405.132;1827.22;17402.277;66652.591;123.308;2275.52;1005.78;
14;90434.604;1874.21;17402.277;66719.935;130.400;2352.63;1014.53;
15;90181.360;1879.72;17402.277;66454.136;89.056;2338.75;1069.97;
16;90009.880;1888.62;17402.277;66297.400;67.094;2368.75;993.33;
17;90144.401;1874.82;17402.277;66457.091;61.016;2323.55;960.75;
18;91546.565;2033.78;17402.277;67886.657;38.057;2556.00;1052.47;
19;91870.446;2046.44;32729.955;52948.474;74.610;2551.82;1091.50;
20;89793.658;1898.09;32729.955;50915.079;97.786;2496.02;998.65;
21;86421.049;1721.88;32729.955;47640.238;163.989;2224.55;945.24;
22;81836.463;1432.52;32729.955;43331.972;460.995;1777.26;789.33;
23;79054.727;1316.17;7371.413;65409.986;8.425;1550.74;719.28;
