◊‡Ò,"Œ·˙ÂÏ ÔÓÎÌÓ„Ó ÔÎ‡ÌÓ‚Ó„Ó ÔÓÚÂ·ÎÂÌËˇ, Ã¬Ú.˜","»Ì‰ÂÍÒ ‡‚ÌÓ‚ÂÒÌ˚ı ˆÂÌ Ì‡ ÔÓÍÛÔÍÛ ˝ÎÂÍÚÓ˝ÌÂ„ËË, Û·./Ã¬Ú.˜.","Œ·˙ÂÏ ÔÓÍÛÔÍË ÔÓ Â„ÛÎËÛÂÏ˚Ï ‰Ó„Ó‚Ó‡Ï, Ã¬Ú.˜","Œ·˙ÂÏ ÔÓÍÛÔÍË Ì‡ –—¬, Ã¬Ú.˜","Œ·˙ÂÏ ÔÓ‰‡ÊË ‚ Ó·ÂÒÔÂ˜ÂÌËÂ –ƒ, Ã¬Ú.˜","Ã‡ÍÒËÏ‡Î¸Ì˚È ËÌ‰ÂÍÒ ‡‚ÌÓ‚ÂÒÌÓÈ ˆÂÌ˚, Û·./Ã¬Ú.˜","ÃËÌËÏ‡Î¸Ì˚È ËÌ‰ÂÍÒ ‡‚ÌÓ‚ÂÒÌÓÈ ˆÂÌ˚, Û·./Ã¬Ú.˜",Unnamed: 8
0,76315.334,1311.35,7371.413,62732.966,34.417,2332.22,744.28,
1,74335.423,1223.03,7371.413,60760.128,85.644,2097.52,686.87,
2,73545.779,1095.35,7371.413,60030.701,163.713,2338.54,0.0,
3,73410.959,1110.1,7371.413,59906.813,174.886,2338.12,0.0,
4,74048.658,1149.61,7371.413,60572.815,182.611,2337.1,0.0,
5,75119.275,1214.34,7371.413,61690.546,213.509,2332.5,0.0,
6,78291.924,1434.67,20629.772,51614.265,230.237,2106.9,764.41,
7,82853.357,1612.64,20629.772,55947.212,118.572,2226.24,889.29,
8,87523.667,1808.78,17402.277,64000.53,264.833,2354.2,994.62,
9,90457.542,1970.19,17402.277,66806.347,125.922,2551.21,1065.0,
10,91282.908,1979.5,17402.277,67580.84,80.293,2605.74,1065.0,
11,91476.285,1960.73,17402.277,67756.533,79.627,2640.91,0.0,
12,91328.128,1973.17,17402.277,67638.162,96.06,2642.52,1065.0,
13,91978.091,1979.36,17402.277,68301.249,98.067,2636.78,1065.0,
14,92014.13,2027.82,17402.277,68329.93,98.616,2648.48,1065.0,
15,91606.494,2023.06,17402.277,67891.441,64.487,2643.73,1065.0,
16,91146.621,2030.08,17402.277,67463.141,67.866,2607.9,1065.0,
17,90311.254,2005.19,17402.277,66669.432,91.126,2687.45,1161.84,
18,90158.101,2013.86,17402.277,66496.175,76.902,2632.31,1165.68,
19,90859.593,2026.34,32729.955,51978.73,145.581,2637.84,1163.29,
20,90067.259,1991.2,32729.955,51219.219,153.158,2614.53,1195.52,
21,87385.865,1896.55,32729.955,48916.847,240.06,2570.7,1179.94,
22,82690.981,1664.7,32729.955,44514.44,532.955,2543.56,1013.26,
23,79532.32,1457.67,7371.413,66131.117,20.76,2462.65,876.05,
0,76755.171,1435.95,7371.413,63316.748,53.132,2005.76,994.71,
1,74877.832,1293.31,7371.413,61461.783,136.318,2081.2,865.77,
2,73619.937,1260.98,7371.413,60249.3,194.918,2080.53,826.21,
3,73205.859,1236.9,7371.413,59844.416,222.006,2081.29,808.12,
4,73168.725,1260.48,7371.413,59814.106,231.747,2027.47,807.93,
