Час;Объем полного планового потребления, МВт.ч;Индекс равновесных цен на покупку электроэнергии, руб./МВт.ч.;Объем покупки по регулируемым договорам, МВт.ч;Объем покупки на РСВ, МВт.ч;Объем продажи в обеспечение РД, МВт.ч;Максимальный индекс равновесной цены, руб./МВт.ч;Минимальный индекс равновесной цены, руб./МВт.ч;
0;76712.392;1157.11;7371.413;63040.727;23.482;1403.97;638.84;
1;75275.662;1038.15;7371.413;61659.547;81.615;1708.92;522.83;
2;74684.062;1007.08;7371.413;61109.055;130.880;1706.63;494.70;
3;74742.707;1023.48;7371.413;61199.986;152.429;1703.80;498.10;
4;76219.415;1119.85;7371.413;62666.461;140.246;1711.65;551.55;
5;78620.281;1319.63;7371.413;65045.577;103.921;1718.23;679.67;
6;81694.290;1422.57;20629.772;54850.119;117.011;1751.89;730.02;
7;85652.477;1568.76;20629.772;58633.999;74.400;1873.01;808.11;
8;89198.378;1782.26;17402.277;65521.878;217.889;2177.16;945.62;
9;91129.174;1864.20;17402.277;67341.227;127.437;2397.41;999.80;
10;91183.034;1849.39;17402.277;67333.878;96.662;2368.75;997.48;
11;90884.323;1827.82;17402.277;67002.545;88.343;2333.75;970.17;
12;90406.572;1806.81;17402.277;66536.642;97.730;2312.86;924.81;
13;90662.661;1855.84;17402.277;66807.850;97.413;2367.50;925.00;
14;90524.425;1891.25;17402.277;66697.387;109.734;2431.11;1011.76;
15;90300.128;1893.62;17402.277;66468.734;78.071;2446.25;996.34;
16;90094.173;1893.49;17402.277;66280.572;80.777;2440.46;960.48;
17;90130.188;1891.47;17402.277;66375.495;63.557;2431.67;948.77;
18;91579.523;1959.01;17402.277;67843.848;36.567;2557.11;1024.09;
19;91869.711;1982.17;32729.955;52873.860;70.420;2566.67;1053.51;
20;89901.873;1891.34;32729.955;50952.794;99.282;2420.21;998.22;
21;86636.236;1743.25;32729.955;47985.664;168.282;2233.37;950.98;
22;82315.253;1466.73;32729.955;43920.004;452.616;1793.70;826.61;
23;79414.925;1354.33;7371.413;65926.169;6.527;1580.75;752.42;
