Час;Объем полного планового потребления, МВт.ч;Индекс равновесных цен на покупку электроэнергии, руб./МВт.ч.;Объем покупки по регулируемым договорам, МВт.ч;Объем покупки на РСВ, МВт.ч;Объем продажи в обеспечение РД, МВт.ч;Максимальный индекс равновесной цены, руб./МВт.ч;Минимальный индекс равновесной цены, руб./МВт.ч;
0;86240.589;1144.56;7768.955;72264.726;10.623;1490.01;701.64;
1;84325.036;1077.50;7768.955;70394.956;76.700;1490.01;647.40;
2;83348.175;1042.55;7768.955;69441.599;116.374;1490.01;609.09;
3;82945.865;1041.20;7768.955;69035.813;122.719;1490.01;600.98;
4;83305.299;1042.39;7768.955;69392.463;113.150;1490.01;600.29;
5;84516.615;1111.13;7768.955;70559.720;57.508;1490.01;649.85;
6;85616.373;1133.98;21293.324;58217.052;123.882;1490.01;656.82;
7;88075.629;1197.14;21293.324;60618.330;50.120;1559.93;693.40;
8;91472.368;1362.27;17974.487;67529.461;242.121;1821.52;789.52;
9;94652.139;1539.28;17974.487;70577.983;164.390;2062.36;920.37;
10;95909.418;1596.22;17974.487;71770.794;128.021;2096.28;989.92;
11;96210.500;1614.18;17974.487;72050.494;128.821;2059.95;1011.65;
12;95937.655;1625.81;17974.487;71800.931;153.167;2046.26;1023.34;
13;95867.781;1643.24;17974.487;71759.024;179.563;2044.60;1040.16;
14;95902.462;1658.30;17974.487;71820.978;181.611;2045.27;1045.42;
15;96411.071;1665.22;17974.487;72376.301;160.321;2076.97;1026.74;
16;97745.741;1717.80;17974.487;73735.227;121.009;2156.80;1040.08;
17;99311.529;1829.14;17974.487;75254.868;27.365;2398.84;1108.56;
18;100607.799;1890.70;17974.487;76585.686;12.350;2671.18;1130.22;
19;99579.584;1832.66;33527.499;60060.322;45.879;2703.12;1087.89;
20;96984.399;1711.18;33527.499;57492.324;84.342;2522.48;1022.35;
21;94203.325;1592.47;33527.499;54767.133;164.025;2362.00;971.33;
22;90565.453;1281.49;33527.499;51228.727;342.528;1745.71;768.78;
23;87939.723;1182.52;7768.955;74002.081;7.358;1574.38;697.65;
