Час;Объем полного планового потребления, МВт.ч;Индекс равновесных цен на покупку электроэнергии, руб./МВт.ч.;Объем покупки по регулируемым договорам, МВт.ч;Объем покупки на РСВ, МВт.ч;Объем продажи в обеспечение РД, МВт.ч;Максимальный индекс равновесной цены, руб./МВт.ч;Минимальный индекс равновесной цены, руб./МВт.ч;
0;86209.228;1121.77;7768.955;72148.391;7.624;1500.71;669.80;
1;84439.736;1064.66;7768.955;70392.687;38.258;1403.12;616.00;
2;83778.003;1051.56;7768.955;69759.475;77.452;1386.46;604.45;
3;83857.267;1065.12;7768.955;69872.699;103.909;1397.12;607.74;
4;84964.996;1123.05;7768.955;71005.123;95.632;1454.37;639.17;
5;87915.790;1212.64;7768.955;73922.850;32.528;1622.73;699.34;
6;91718.452;1436.62;21293.324;64255.897;75.537;2042.74;824.85;
7;95815.429;1679.09;21293.324;68233.799;37.028;2617.60;522.05;
8;99299.380;1822.28;17974.487;75213.971;183.137;2787.63;1097.80;
9;101161.778;1866.62;17974.487;77028.874;159.390;2823.94;1126.97;
10;101118.359;1871.77;17974.487;76917.151;140.389;2800.76;1137.72;
11;100727.952;1854.13;17974.487;76541.371;142.940;2532.13;816.64;
12;100003.346;1824.95;17974.487;75823.953;155.747;2401.24;817.94;
13;100315.594;1834.75;17974.487;76123.402;176.305;2849.08;817.44;
14;100551.083;1855.29;17974.487;76361.851;195.335;2859.49;1172.67;
15;100527.616;1864.06;17974.487;76364.946;172.277;2848.12;1147.23;
16;100908.717;1867.44;17974.487;76750.594;130.876;2847.54;1126.67;
17;101820.929;1897.99;17974.487;77594.786;46.764;2848.91;1087.62;
18;102873.040;1928.26;17974.487;78697.958;39.294;2970.10;1136.93;
19;101680.153;1893.38;33527.499;61982.345;66.004;3054.47;1147.98;
20;98812.839;1833.56;33527.499;59159.047;107.401;2974.27;824.38;
21;96007.158;1758.47;33527.499;56593.648;153.920;2692.79;830.04;
22;92236.319;1489.57;33527.499;53005.179;341.943;2565.52;912.78;
23;89384.540;1264.01;7768.955;75491.173;6.099;1845.56;766.50;
