◊‡Ò,"Œ·˙ÂÏ ÔÓÎÌÓ„Ó ÔÎ‡ÌÓ‚Ó„Ó ÔÓÚÂ·ÎÂÌËˇ, Ã¬Ú.˜","»Ì‰ÂÍÒ ‡‚ÌÓ‚ÂÒÌ˚ı ˆÂÌ Ì‡ ÔÓÍÛÔÍÛ ˝ÎÂÍÚÓ˝ÌÂ„ËË, Û·./Ã¬Ú.˜.","Œ·˙ÂÏ ÔÓÍÛÔÍË ÔÓ Â„ÛÎËÛÂÏ˚Ï ‰Ó„Ó‚Ó‡Ï, Ã¬Ú.˜","Œ·˙ÂÏ ÔÓÍÛÔÍË Ì‡ –—¬, Ã¬Ú.˜","Œ·˙ÂÏ ÔÓ‰‡ÊË ‚ Ó·ÂÒÔÂ˜ÂÌËÂ –ƒ, Ã¬Ú.˜","Ã‡ÍÒËÏ‡Î¸Ì˚È ËÌ‰ÂÍÒ ‡‚ÌÓ‚ÂÒÌÓÈ ˆÂÌ˚, Û·./Ã¬Ú.˜","ÃËÌËÏ‡Î¸Ì˚È ËÌ‰ÂÍÒ ‡‚ÌÓ‚ÂÒÌÓÈ ˆÂÌ˚, Û·./Ã¬Ú.˜",Unnamed: 8
0,76591.037,1252.9,7768.955,62846.329,276.732,1447.96,719.16,
1,74884.563,1213.55,7768.955,61263.07,380.132,1398.1,691.17,
2,73991.686,1209.55,7768.955,60444.002,440.712,1410.08,680.21,
3,73658.058,1215.28,7768.955,60160.558,465.702,1406.87,674.24,
4,74182.792,1225.89,7768.955,60670.103,447.657,1457.83,676.88,
5,75463.51,1243.58,7768.955,61918.231,418.859,1454.85,692.04,
6,76326.076,1271.52,21293.324,49339.401,511.82,1477.3,692.65,
7,79283.228,1348.18,21293.324,52176.366,390.535,1605.96,715.04,
8,82807.51,1575.16,17974.487,59191.302,589.435,1803.55,867.91,
9,85287.943,1806.3,17974.487,61552.812,464.119,2175.59,1022.33,
10,86435.924,1848.11,17974.487,62638.164,410.884,2217.69,1063.88,
11,86691.795,1853.36,17974.487,62849.1,393.197,2230.0,1075.44,
12,86652.007,1857.33,17974.487,62826.215,409.199,2231.43,1081.45,
13,86673.952,1866.97,17974.487,62862.445,418.711,2260.06,1080.87,
14,86595.536,1874.62,17974.487,62800.76,433.248,2277.2,1084.12,
15,86720.757,1896.26,17974.487,62952.778,445.639,2304.38,1094.88,
16,87183.115,1906.93,17974.487,63445.883,428.979,2333.82,1087.08,
17,87934.752,1912.0,17974.487,64211.847,378.731,2426.67,1074.15,
18,90006.845,1962.55,17974.487,66126.495,159.234,2480.23,1105.27,
19,90602.139,2008.98,33527.499,51344.766,326.585,2497.58,1168.5,
20,88601.06,1932.46,33527.499,49390.327,390.349,2462.05,1108.77,
21,85117.273,1812.47,33527.499,46007.841,530.868,2426.67,1051.75,
22,80959.912,1527.41,33527.499,42078.925,838.926,1968.64,890.3,
23,78344.805,1369.0,7768.955,64409.418,108.451,1649.22,805.73,
0,76313.509,1257.12,7768.955,62520.102,265.354,1501.72,766.93,
1,74705.567,1213.55,7768.955,60997.832,373.657,1407.72,722.06,
2,73937.627,1177.48,7768.955,60263.896,429.316,1372.1,673.05,
3,74187.411,1170.01,7768.955,60523.885,454.966,1366.04,675.08,
4,75391.054,1190.28,7768.955,61712.42,435.606,1441.67,682.28,
5,78055.897,1300.68,7768.955,64282.273,396.193,1567.81,732.46,
6,81422.38,1480.75,21293.324,54125.141,447.563,1755.4,838.08,
7,85435.574,1679.63,21293.324,57963.84,328.25,2111.18,916.63,
8,89334.783,1807.15,17974.487,65427.644,547.487,2419.07,975.71,
9,91363.415,1816.93,17974.487,67306.836,434.469,2453.46,968.4,
10,91502.591,1812.11,17974.487,67398.067,398.594,2454.21,961.18,
11,91293.65,1815.05,17974.487,67147.818,397.868,2448.75,971.92,
12,90854.61,1842.38,17974.487,66727.265,411.818,2435.71,1001.76,
13,91422.761,1871.68,17974.487,67300.582,409.37,2450.09,1036.35,
14,91483.441,1879.65,17974.487,67395.32,429.764,2461.11,1040.45,
15,91273.066,1868.39,17974.487,67202.005,421.9,2460.3,1030.66,
16,91113.466,1874.83,17974.487,67063.423,411.377,2460.35,1015.53,
17,91274.372,1815.56,17974.487,67234.904,381.937,2458.71,951.9,
18,92730.487,1879.16,17974.487,68518.484,162.616,2696.83,867.32,
19,92618.683,1863.85,33527.499,53068.171,336.209,2684.24,912.73,
20,90657.978,1813.92,33527.499,51189.11,393.543,2472.59,957.3,
21,87220.312,1745.91,33527.499,47909.697,506.24,2453.33,951.45,
22,82934.375,1506.9,33527.499,43892.239,789.505,2151.44,829.72,
23,80013.944,1300.83,7768.955,65945.413,105.785,1669.32,731.04,
0,77402.272,1195.69,7768.955,63487.622,261.523,1418.6,676.78,
1,75825.351,1051.29,7768.955,61997.159,366.616,1283.46,313.11,
2,75291.985,969.64,7768.955,61519.357,420.464,1181.19,79.38,
3,75396.284,1004.71,7768.955,61696.944,441.339,1279.91,496.68,
4,76656.761,1118.47,7768.955,62938.872,419.897,1380.22,483.01,
5,79060.878,1288.96,7768.955,65339.97,381.29,1567.11,693.19,
6,82159.949,1393.13,21293.324,54951.287,432.064,1708.35,744.18,
7,85747.894,1579.09,21293.324,58334.559,320.888,1929.9,828.24,
8,89359.153,1755.75,17974.487,65451.825,530.072,2375.39,929.07,
9,91180.818,1798.25,17974.487,67137.374,425.548,2451.58,951.01,
10,91134.119,1794.49,17974.487,67008.519,385.755,2468.28,946.06,
11,90823.379,1789.66,17974.487,66698.316,385.136,2393.94,957.18,
12,90311.754,1832.3,17974.487,66219.206,390.161,2394.01,995.64,
13,90874.102,1859.93,17974.487,66799.033,389.019,2406.77,1024.73,
14,90953.099,1868.88,17974.487,66884.89,401.297,2419.78,1016.67,
15,91045.336,1884.52,17974.487,66986.295,403.96,2417.66,1022.69,
16,91224.764,1899.56,17974.487,67191.143,397.985,2438.2,1016.0,
17,91452.196,1828.65,17974.487,67479.624,374.611,2456.98,914.1,
18,92993.956,1847.91,17974.487,68861.58,181.155,2595.06,906.17,
19,92926.755,1845.81,33527.499,53437.531,350.341,2580.38,308.73,
20,90626.169,1794.6,33527.499,51215.063,407.773,2519.84,0.0,
21,87287.58,1670.87,33527.499,48032.542,510.359,2420.36,0.0,
22,82935.515,1497.88,33527.499,43984.197,828.4,2054.91,807.77,
23,80089.971,1286.57,7768.955,66084.75,103.646,1631.2,678.35,
0,77184.607,1180.63,7768.955,63289.937,236.437,1403.48,660.85,
1,75577.701,1047.79,7768.955,61772.767,347.514,1226.85,444.64,
2,75002.679,970.2,7768.955,61258.289,400.943,1150.23,476.52,
3,75283.202,1027.25,7768.955,61560.889,421.984,1244.97,467.11,
4,76654.679,1131.73,7768.955,62926.809,401.896,1382.42,552.85,
5,78928.764,1256.42,7768.955,65177.914,352.363,1970.31,687.46,
6,82083.051,1315.42,21293.324,54870.302,421.23,1979.52,712.67,
7,85653.687,1589.39,21293.324,58262.537,332.609,1966.68,836.33,
8,89507.326,1832.46,17974.487,65638.309,517.356,2453.51,1013.38,
9,91413.798,1847.59,17974.487,67396.749,408.498,2503.44,1019.0,
10,91596.643,1842.7,17974.487,67514.724,381.414,2516.09,1026.41,
11,90899.242,1813.64,17974.487,66821.341,373.985,2499.03,1038.21,
12,90458.238,1835.24,17974.487,66425.119,407.574,2489.98,1063.67,
13,90865.34,1856.24,17974.487,66834.563,403.002,2502.88,1078.51,
14,90854.878,1864.08,17974.487,66841.244,409.443,2512.3,1080.84,
15,90693.158,1864.25,17974.487,66693.644,403.605,2508.63,1060.91,
16,91091.629,1889.49,17974.487,67117.304,400.004,2520.14,1079.69,
17,91556.203,1868.03,17974.487,67600.407,350.238,2527.67,1041.32,
18,93104.606,1883.73,17974.487,69016.898,172.617,2671.34,1023.75,
19,92859.644,1871.68,33527.499,53433.339,347.015,2649.44,1044.49,
20,90352.692,1844.72,33527.499,51021.348,417.224,2560.21,1077.09,
21,86994.726,1692.45,33527.499,47808.646,513.123,2516.22,976.93,
22,82858.331,1391.22,33527.499,43948.406,835.234,1997.98,823.14,
23,80000.107,1259.44,7768.955,66056.024,115.344,1982.25,729.57,
0,77664.435,1134.01,7768.955,63760.692,233.972,1999.82,653.89,
1,76304.162,1003.76,7768.955,62484.983,330.747,1168.13,554.12,
2,75854.203,933.14,7768.955,62095.536,389.828,1174.81,506.3,
3,75888.075,958.49,7768.955,62157.874,411.22,1185.96,511.35,
4,77185.38,1106.24,7768.955,63435.639,389.173,1282.66,598.69,
5,79728.218,1230.63,7768.955,65952.491,329.707,2008.84,682.26,
6,83181.658,1361.49,21293.324,55931.356,387.993,2032.59,750.58,
7,87114.163,1626.03,21293.324,59714.435,299.927,2055.35,859.19,
8,90592.368,1705.86,17974.487,66728.619,490.169,2354.25,945.13,
9,92336.892,1748.74,17974.487,68395.105,408.556,2473.9,956.03,
10,92322.285,1768.41,17974.487,68349.317,363.646,2478.88,976.35,
11,91892.111,1738.63,17974.487,67904.802,359.738,2447.5,973.97,
12,91275.204,1739.66,17974.487,67302.414,372.618,2376.19,994.36,
13,91623.905,1742.85,17974.487,67617.28,376.76,2447.62,976.29,
14,91673.148,1757.92,17974.487,67657.337,385.768,2447.62,976.3,
15,91790.016,1766.44,17974.487,67779.897,375.89,2447.63,975.87,
16,92099.409,1802.29,17974.487,68099.294,355.573,2468.39,993.47,
17,92607.748,1809.27,17974.487,68544.891,281.863,2499.37,964.08,
18,94285.567,1825.55,17974.487,70132.876,128.443,2599.78,980.53,
19,94000.018,1835.43,33527.499,54488.2,308.109,2740.58,842.24,
