Час;Объем полного планового потребления, МВт.ч;Индекс равновесных цен на покупку электроэнергии, руб./МВт.ч.;Объем покупки по регулируемым договорам, МВт.ч;Объем покупки на РСВ, МВт.ч;Объем продажи в обеспечение РД, МВт.ч;Максимальный индекс равновесной цены, руб./МВт.ч;Минимальный индекс равновесной цены, руб./МВт.ч;
0;85367.887;1119.00;7768.955;71413.286;3.722;1402.78;687.77;
1;83770.892;1073.26;7768.955;69845.841;48.867;1299.17;652.89;
2;83246.884;1040.25;7768.955;69349.269;81.831;1217.69;624.16;
3;83121.116;1042.94;7768.955;69243.291;102.128;1240.20;616.94;
4;84258.321;1081.79;7768.955;70382.962;89.684;1298.37;637.06;
5;86927.351;1200.88;7768.955;73003.322;22.480;1502.00;720.58;
6;90444.452;1326.12;21293.324;63038.242;69.523;1943.78;795.03;
7;94713.619;1622.48;21293.324;67229.098;38.665;2235.67;1009.67;
8;98509.577;1827.12;17974.487;74491.648;160.488;2550.12;1134.89;
9;100305.632;1840.07;17974.487;76204.258;109.583;2567.04;1141.81;
10;100406.507;1825.18;17974.487;76277.462;106.902;2502.46;1139.41;
11;99898.854;1836.78;17974.487;75773.849;111.759;2486.83;1151.12;
12;99236.779;1816.99;17974.487;75168.397;123.220;2490.21;1153.04;
13;99602.729;1841.58;17974.487;75515.849;125.237;2470.72;1181.06;
14;99580.201;1855.33;17974.487;75474.692;124.856;2458.11;1203.60;
15;99729.015;1861.95;17974.487;75662.192;116.169;2502.73;1178.78;
16;100119.929;1865.64;17974.487;76045.558;91.334;2487.56;1168.37;
17;100894.447;1882.61;17974.487;76792.795;33.928;2690.82;1155.89;
18;102051.849;1910.47;17974.487;77972.572;34.782;2978.28;1164.86;
19;101109.776;1911.19;33527.499;61505.912;68.390;3185.47;1176.53;
20;98133.033;1828.84;33527.499;58616.357;107.132;2957.25;1155.77;
21;95293.480;1719.52;33527.499;55908.293;156.977;2778.43;1061.99;
22;91278.555;1536.58;33527.499;52006.788;320.406;2448.22;962.38;
23;88285.176;1276.40;7768.955;74341.512;3.952;1720.84;795.12;
