Час;Объем полного планового потребления, МВт.ч;Индекс равновесных цен на покупку электроэнергии, руб./МВт.ч.;Объем покупки по регулируемым договорам, МВт.ч;Объем покупки на РСВ, МВт.ч;Объем продажи в обеспечение РД, МВт.ч;Максимальный индекс равновесной цены, руб./МВт.ч;Минимальный индекс равновесной цены, руб./МВт.ч;
0;88142.672;1128.32;7768.955;73917.490;10.958;1469.60;658.46;
1;86499.544;1053.61;7768.955;72304.021;55.963;1360.00;598.38;
2;85695.325;1032.52;7768.955;71529.513;96.288;1358.13;580.91;
3;85766.011;1017.18;7768.955;71603.840;90.966;1382.41;566.00;
4;87440.691;1120.09;7768.955;73272.572;76.485;1386.73;617.11;
5;90260.764;1283.04;7768.955;76067.263;25.382;1572.20;701.90;
6;93776.655;1464.77;21293.324;66101.184;85.208;1775.30;807.28;
7;97961.853;1650.17;21293.324;70124.215;36.545;2223.54;922.77;
8;101582.075;1882.44;17974.487;77266.317;177.050;2696.82;1063.43;
9;103788.053;1924.68;17974.487;79411.427;100.886;2804.44;1118.79;
10;104117.009;1934.34;17974.487;79747.222;82.624;2739.22;1154.19;
11;103710.712;1965.69;17974.487;79392.282;121.525;2648.29;1179.12;
12;103065.614;1931.05;17974.487;78748.059;147.745;2622.69;1155.05;
13;103202.009;1935.41;17974.487;78871.295;161.651;2619.70;1165.89;
14;103044.071;1920.75;17974.487;78697.860;155.993;2625.39;1153.04;
15;103205.858;1932.53;17974.487;78858.855;130.735;2667.05;1143.03;
16;103778.535;1914.94;17974.487;79397.901;90.328;2413.46;311.85;
17;104523.858;1929.30;17974.487;80115.358;41.166;2782.94;1121.99;
18;104755.290;1914.02;17974.487;80337.703;39.936;3054.91;1131.75;
19;103398.565;1880.67;33527.499;63464.889;87.579;3039.26;1075.62;
20;100965.975;1760.11;33527.499;61103.577;131.661;2869.54;1029.93;
21;98195.726;1680.90;33527.499;58447.136;172.493;2601.90;1009.18;
22;94303.706;1440.06;33527.499;54710.365;323.963;2315.01;855.83;
23;91413.484;1224.91;7768.955;77226.694;9.279;2331.26;708.93;
