Час;Объем полного планового потребления, МВт.ч;Индекс равновесных цен на покупку электроэнергии, руб./МВт.ч.;Объем покупки по регулируемым договорам, МВт.ч;Объем покупки на РСВ, МВт.ч;Объем продажи в обеспечение РД, МВт.ч;Максимальный индекс равновесной цены, руб./МВт.ч;Минимальный индекс равновесной цены, руб./МВт.ч;
0;85767.920;915.10;7046.353;72014.166;14.754;1172.58;534.63;
1;84307.875;861.54;7046.353;70562.721;16.315;1168.45;500.02;
2;83569.528;808.91;7046.353;69840.948;15.221;1124.28;464.75;
3;83435.428;363.70;7046.353;69707.864;13.848;1134.10;0.00;
4;84906.862;892.63;7046.353;71192.715;16.538;1252.78;488.37;
5;87647.799;998.73;7046.353;73917.501;13.281;1387.64;550.52;
6;90882.771;1134.21;19516.177;64646.126;13.910;1491.63;650.19;
7;94543.871;1389.90;19516.177;68157.463;13.280;1690.25;839.98;
8;98135.376;1561.87;16391.624;74891.314;27.760;2142.67;826.39;
9;100269.363;1610.33;16391.624;77008.260;13.205;2238.13;831.73;
10;100309.378;1613.82;16391.624;77027.691;15.717;2282.31;843.55;
11;99808.553;1604.42;16391.624;76490.939;21.323;2256.49;851.05;
12;99250.418;1595.70;16391.624;75953.704;31.390;2220.17;838.91;
13;99641.348;1598.24;16391.624;76353.468;27.682;2207.86;834.56;
14;99598.333;1598.91;16391.624;76330.814;30.968;2198.63;840.87;
15;99349.641;1596.51;16391.624;76074.050;35.042;2214.42;825.85;
16;99703.268;1596.21;16391.624;76441.593;29.963;2223.15;903.72;
17;100394.217;1614.18;16391.624;77169.775;16.257;2239.25;923.35;
18;100374.973;1624.42;16391.624;77190.968;9.646;2293.83;926.98;
19;98899.824;1617.81;30756.000;61347.796;25.979;2241.60;929.57;
20;96728.827;1584.02;30756.000;59174.251;34.001;2183.23;954.75;
21;94103.149;1546.84;30756.000;56923.516;62.574;2160.01;961.98;
22;90606.015;1305.59;30756.000;53470.891;136.239;1804.35;880.17;
23;88259.549;1159.05;7046.353;74677.175;15.075;1490.30;767.72;
