Час;Объем полного планового потребления, МВт.ч;Индекс равновесных цен на покупку электроэнергии, руб./МВт.ч.;Объем покупки по регулируемым договорам, МВт.ч;Объем покупки на РСВ, МВт.ч;Объем продажи в обеспечение РД, МВт.ч;Максимальный индекс равновесной цены, руб./МВт.ч;Минимальный индекс равновесной цены, руб./МВт.ч;
0;83688.854;982.20;7046.353;70319.010;20.326;1130.26;573.41;
1;82009.098;953.44;7046.353;68626.845;19.185;1075.80;544.44;
2;81218.231;904.45;7046.353;67846.524;30.368;1043.41;511.48;
3;81096.613;896.04;7046.353;67735.477;37.408;1050.77;495.59;
4;81883.586;949.36;7046.353;68501.253;36.156;1119.39;529.63;
5;83252.010;980.85;7046.353;69863.746;25.447;1155.12;542.60;
6;84549.992;1011.55;19516.177;58723.036;34.966;1216.35;562.72;
7;87316.539;1188.16;19516.177;61474.945;31.758;1403.51;668.33;
8;90658.232;1404.42;16391.624;68020.036;79.616;1713.49;770.38;
9;93161.826;1493.96;16391.624;70477.782;23.354;1906.35;829.30;
10;94016.971;1504.33;16391.624;71303.745;18.388;1934.47;847.87;
11;94018.429;1505.28;16391.624;71283.697;16.588;1932.10;853.67;
12;93602.191;1503.16;16391.624;70827.537;15.828;1906.99;854.28;
13;93340.052;1497.83;16391.624;70572.522;16.062;1906.77;851.81;
14;93270.904;1526.07;16391.624;70544.875;15.382;1947.55;873.02;
15;93388.110;1529.27;16391.624;70670.702;19.725;1946.40;868.00;
16;93938.735;1533.88;16391.624;71228.941;17.405;1959.46;863.69;
17;95190.312;1575.91;16391.624;72543.810;19.217;2323.99;0.00;
18;96237.792;1587.43;16391.624;73627.717;20.121;2166.63;904.34;
19;95418.861;1569.85;30756.000;58459.780;39.639;2186.90;892.23;
20;93461.083;1522.47;30756.000;56518.581;59.026;2196.20;862.46;
21;90999.016;1438.61;30756.000;54058.353;97.271;2149.56;832.61;
22;87694.160;1172.00;30756.000;50795.511;200.367;1583.24;678.88;
23;85418.100;1038.83;7046.353;72048.303;24.451;1308.79;601.65;
