Час;Объем полного планового потребления, МВт.ч;Индекс равновесных цен на покупку электроэнергии, руб./МВт.ч.;Объем покупки по регулируемым договорам, МВт.ч;Объем покупки на РСВ, МВт.ч;Объем продажи в обеспечение РД, МВт.ч;Максимальный индекс равновесной цены, руб./МВт.ч;Минимальный индекс равновесной цены, руб./МВт.ч;
0;83579.350;996.57;7046.353;70152.928;23.153;1219.54;554.37;
1;81870.165;957.79;7046.353;68434.764;20.095;1200.91;524.46;
2;81030.980;902.80;7046.353;67612.371;27.698;1157.83;482.17;
3;80742.904;890.54;7046.353;67340.477;36.601;1162.62;472.87;
4;81534.764;930.34;7046.353;68130.519;31.683;1217.34;491.47;
5;82570.095;961.12;7046.353;69166.147;26.186;1248.27;510.08;
6;83470.704;982.27;19516.177;57621.567;40.286;1278.33;522.20;
7;85926.889;1042.69;19516.177;60055.937;38.822;1351.29;548.81;
8;88886.549;1289.89;16391.624;66206.451;109.376;1596.49;633.55;
9;91401.351;1475.03;16391.624;68687.725;46.459;1929.04;812.20;
10;92432.940;1483.99;16391.624;69707.812;36.339;1948.49;812.80;
11;92481.940;1484.06;16391.624;69728.455;30.245;1954.53;828.94;
12;92193.835;1478.31;16391.624;69419.225;30.804;1928.18;831.41;
13;92081.152;1477.23;16391.624;69320.878;38.468;1921.90;825.91;
14;92246.280;1481.56;16391.624;69489.820;56.071;1929.57;829.47;
15;92510.539;1490.33;16391.624;69746.210;35.453;1942.86;823.33;
16;93527.188;1496.23;16391.624;70765.423;23.038;1969.53;817.97;
17;95146.725;1541.83;16391.624;72425.168;21.385;2080.09;840.91;
18;96138.115;1552.07;16391.624;73456.194;22.175;2094.54;861.94;
19;95478.456;1535.38;30756.000;58447.832;39.221;2118.53;864.52;
20;93564.464;1499.63;30756.000;56546.891;61.335;2171.08;848.64;
21;90816.817;1448.75;30756.000;53789.718;99.675;2159.00;838.98;
22;87406.211;1171.83;30756.000;50407.351;196.867;1603.58;673.58;
23;85156.124;1016.34;7046.353;71688.934;25.972;1271.03;583.44;
