Час;Объем полного планового потребления, МВт.ч;Индекс равновесных цен на покупку электроэнергии, руб./МВт.ч.;Объем покупки по регулируемым договорам, МВт.ч;Объем покупки на РСВ, МВт.ч;Объем продажи в обеспечение РД, МВт.ч;Максимальный индекс равновесной цены, руб./МВт.ч;Минимальный индекс равновесной цены, руб./МВт.ч;
0;85485.657;1402.53;7630.806;71664.757;26.487;2334.70;952.33;
1;84067.614;1281.85;7630.806;70234.728;29.366;2245.81;890.95;
2;83332.252;1214.69;7630.806;69467.412;36.750;2223.04;863.61;
3;83327.710;1225.25;7630.806;69473.280;35.193;2238.38;873.12;
4;83420.506;1217.19;7630.806;69541.380;32.343;2252.42;874.67;
5;83927.711;1280.74;7630.806;70115.382;60.444;2224.71;905.46;
6;85089.358;1341.35;21076.149;57845.498;69.390;2213.56;914.69;
7;87958.636;1459.35;21076.149;60674.522;41.055;2274.08;991.92;
8;91048.078;1576.27;17648.308;67225.952;87.434;2328.05;1088.25;
9;93037.944;1651.97;17648.308;69169.987;61.760;2318.25;1114.13;
10;93587.808;1688.87;17648.308;69684.607;38.925;2321.86;1104.69;
11;93384.555;1683.54;17648.308;69438.882;32.263;2340.24;1095.23;
12;92769.321;1658.58;17648.308;68803.386;31.235;2322.48;1080.63;
13;92652.713;1653.02;17648.308;68684.700;34.680;2322.15;1092.36;
14;91866.265;1612.25;17648.308;67899.580;35.755;2318.61;1076.72;
15;91770.821;1582.19;17648.308;67816.719;41.696;2315.60;1085.40;
16;91913.277;1583.97;17648.308;68016.230;33.432;2323.16;1091.79;
17;92117.438;1590.29;17648.308;68277.398;32.439;2253.25;1091.05;
18;93042.847;1622.32;17648.308;69223.288;25.154;2393.46;1106.33;
19;94315.335;1665.82;33360.489;54907.918;80.352;2324.01;1113.43;
20;93856.642;1830.15;33360.489;54460.670;91.376;2751.44;1093.05;
21;91747.983;1641.39;33360.489;52416.317;153.859;2407.67;998.06;
22;88485.496;1498.41;33360.489;49267.299;308.903;2318.07;949.51;
23;86244.767;1373.22;7630.806;72455.096;23.087;2233.16;903.82;
