Час;Объем полного планового потребления, МВт.ч;Индекс равновесных цен на покупку электроэнергии, руб./МВт.ч.;Объем покупки по регулируемым договорам, МВт.ч;Объем покупки на РСВ, МВт.ч;Объем продажи в обеспечение РД, МВт.ч;Максимальный индекс равновесной цены, руб./МВт.ч;Минимальный индекс равновесной цены, руб./МВт.ч;
0;86803.397;1348.56;7630.806;72794.593;26.597;1842.65;1026.27;
1;85362.925;1226.75;7630.806;71330.957;28.200;1580.91;899.44;
2;84437.439;1106.20;7630.806;70456.756;31.998;1434.19;800.69;
3;84237.221;1102.09;7630.806;70267.788;33.992;1474.34;795.29;
4;84614.309;1157.73;7630.806;70637.793;28.363;1580.69;831.73;
5;85199.941;1220.40;7630.806;71228.037;29.755;1659.25;871.50;
6;86047.595;1301.12;21076.149;58658.949;33.867;1744.58;946.95;
7;88808.671;1412.18;21076.149;61400.081;23.660;1980.03;1053.40;
8;92170.916;1676.43;17648.308;68200.546;66.962;2424.45;1099.00;
9;94266.696;1761.09;17648.308;70248.470;40.296;2657.22;1099.00;
10;94904.599;1778.14;17648.308;70851.341;19.553;2622.88;1099.00;
11;94753.191;1765.07;17648.308;70650.794;19.086;2605.46;1099.00;
12;94030.767;1738.55;17648.308;69882.587;20.307;2534.46;1099.00;
13;93121.336;1702.09;17648.308;68978.993;22.880;2408.55;955.92;
14;92703.375;1686.74;17648.308;68588.732;34.113;2408.59;955.74;
15;92485.916;1628.89;17648.308;68389.704;22.812;2393.71;954.60;
16;92517.210;1650.95;17648.308;68458.786;25.720;2415.56;954.68;
17;93022.506;1671.36;17648.308;69025.613;22.865;2417.31;954.82;
18;94476.131;1729.98;17648.308;70569.589;16.550;2592.63;1099.00;
19;95833.748;1780.37;33360.489;56316.021;58.209;2847.42;1099.00;
20;95368.679;1761.95;33360.489;55874.540;75.594;2321.20;1049.00;
21;92946.312;1705.99;33360.489;53452.414;118.348;2228.86;1049.00;
22;89666.094;1540.66;33360.489;50250.744;237.273;2206.05;1049.00;
23;87481.259;1469.79;7630.806;73590.081;24.340;2191.94;1049.00;
