Час;Объем полного планового потребления, МВт.ч;Индекс равновесных цен на покупку электроэнергии, руб./МВт.ч.;Объем покупки по регулируемым договорам, МВт.ч;Объем покупки на РСВ, МВт.ч;Объем продажи в обеспечение РД, МВт.ч;Максимальный индекс равновесной цены, руб./МВт.ч;Минимальный индекс равновесной цены, руб./МВт.ч;
0;85016.351;1249.22;7630.806;71079.212;25.875;1721.51;938.73;
1;84002.925;1136.21;7630.806;70046.054;34.590;1726.67;843.33;
2;83240.281;1090.29;7630.806;69284.574;42.791;1595.09;808.75;
3;82962.452;1083.05;7630.806;69008.669;44.544;1671.77;787.90;
4;83328.751;1105.85;7630.806;69366.291;38.279;1716.50;807.22;
5;83732.345;1118.61;7630.806;69777.686;40.065;1607.59;806.25;
6;84210.610;1110.58;21076.149;56819.054;52.538;1458.44;791.07;
7;86237.624;1316.01;21076.149;58798.068;42.066;1760.79;965.46;
8;89191.324;1434.50;17648.308;65212.567;110.494;1934.22;1041.36;
9;91478.810;1580.63;17648.308;67471.888;71.971;2088.28;1099.00;
10;92370.339;1629.19;17648.308;68299.311;43.758;2152.74;1099.00;
11;92405.464;1632.58;17648.308;68320.004;41.494;2151.55;1099.00;
12;91902.027;1601.81;17648.308;67786.488;41.250;2100.57;1099.00;
13;91116.344;1550.26;17648.308;66994.352;45.382;1997.72;947.60;
14;90872.331;1558.40;17648.308;66765.857;56.286;2036.99;947.60;
15;90931.573;1492.74;17648.308;66844.592;44.342;2008.31;947.59;
16;91155.034;1543.51;17648.308;67109.678;34.985;2059.09;947.60;
17;92247.628;1618.87;17648.308;68261.474;34.769;2064.28;1099.00;
18;93459.775;1631.53;17648.308;69528.431;18.287;2095.79;1099.00;
19;95074.391;1695.87;33360.489;55530.705;56.432;2230.37;1099.00;
20;94735.921;1684.79;33360.489;55190.120;74.550;2267.87;1049.00;
21;92362.205;1636.11;33360.489;52832.524;128.291;2298.21;1049.00;
22;88659.875;1511.42;33360.489;49256.129;299.032;2123.41;1043.47;
23;86529.190;1351.19;7630.806;72557.806;28.207;1840.71;1001.21;
