Час;Объем полного планового потребления, МВт.ч;Индекс равновесных цен на покупку электроэнергии, руб./МВт.ч.;Объем покупки по регулируемым договорам, МВт.ч;Объем покупки на РСВ, МВт.ч;Объем продажи в обеспечение РД, МВт.ч;Максимальный индекс равновесной цены, руб./МВт.ч;Минимальный индекс равновесной цены, руб./МВт.ч;
0;84839.802;1158.01;7630.806;70884.405;24.505;1594.00;848.54;
1;83333.071;1063.24;7630.806;69362.099;30.164;1390.30;754.77;
2;82829.676;1012.78;7630.806;68853.518;36.663;1326.07;710.14;
3;82986.960;1035.53;7630.806;69029.296;36.296;1407.91;722.69;
4;84109.309;1103.01;7630.806;70123.764;27.978;1457.25;768.86;
5;85689.023;1240.48;7630.806;71614.501;35.306;1560.90;856.73;
6;88572.587;1400.84;21076.149;60997.203;47.984;1772.44;970.27;
7;92223.030;1631.43;21076.149;64523.190;38.610;2251.20;0.00;
8;95731.922;1692.55;17648.308;71505.285;48.906;2223.04;0.00;
9;97340.597;1699.32;17648.308;73124.925;49.252;2231.93;0.00;
10;97296.113;1695.38;17648.308;73057.427;47.921;2236.12;0.00;
11;96725.042;1712.22;17648.308;72424.447;44.005;2218.64;0.00;
12;96114.165;1683.90;17648.308;71786.686;38.805;2235.06;0.00;
13;96011.762;1683.22;17648.308;71680.799;38.641;2236.31;0.00;
14;95463.683;1671.76;17648.308;71154.931;59.608;2251.21;0.00;
15;95556.379;1694.29;17648.308;71253.419;29.739;2248.71;1099.00;
16;94982.954;1682.26;17648.308;70684.565;22.939;2261.38;1099.00;
17;94649.631;1666.59;17648.308;70355.782;25.280;2182.16;0.00;
18;95444.883;1641.94;17648.308;71145.196;21.101;2262.61;0.00;
19;96556.498;1676.48;33360.489;56627.962;64.612;2273.42;0.00;
20;95887.033;1661.72;33360.489;55984.915;76.085;2294.32;0.00;
21;94104.620;1654.73;33360.489;54328.643;113.666;2353.24;1049.00;
22;90517.619;1417.63;33360.489;50835.286;243.788;2231.90;1005.13;
23;87838.187;1343.81;7630.806;73697.493;30.896;1870.46;978.01;
