Час;Объем полного планового потребления, МВт.ч;Индекс равновесных цен на покупку электроэнергии, руб./МВт.ч.;Объем покупки по регулируемым договорам, МВт.ч;Объем покупки на РСВ, МВт.ч;Объем продажи в обеспечение РД, МВт.ч;Максимальный индекс равновесной цены, руб./МВт.ч;Минимальный индекс равновесной цены, руб./МВт.ч;
0;84429.923;973.12;7630.806;70399.032;14.050;1399.94;669.56;
1;82655.803;920.06;7630.806;68625.388;33.406;1363.32;610.09;
2;81776.011;907.34;7630.806;67754.724;51.029;1362.45;588.48;
3;82029.094;921.06;7630.806;68006.478;42.466;2091.47;441.31;
4;82871.367;927.32;7630.806;68857.830;41.261;2086.53;462.36;
5;84381.924;936.19;7630.806;70425.273;81.729;1329.17;602.11;
6;87528.497;1105.23;21076.149;60051.970;52.308;1521.43;718.81;
7;90975.674;1429.51;21076.149;63332.189;13.002;1863.89;950.91;
8;94511.144;1623.97;17648.308;70292.160;55.758;2196.86;953.49;
9;95983.528;1663.51;17648.308;71728.884;36.634;2206.89;954.15;
10;95932.708;1665.20;17648.308;71674.296;59.262;2210.46;954.24;
11;95363.615;1678.04;17648.308;71072.311;54.736;2215.49;954.47;
12;94583.801;1649.90;17648.308;70309.675;47.631;2201.42;954.13;
13;94538.053;1655.33;17648.308;70316.585;36.970;2200.10;954.22;
14;94020.104;1640.02;17648.308;69840.024;59.664;2199.39;954.05;
15;94050.904;1648.87;17648.308;69871.821;65.815;2204.67;1126.00;
16;93412.605;1619.67;17648.308;69231.675;42.464;2214.03;1126.00;
17;92537.305;1582.65;17648.308;68386.563;40.284;2061.83;953.09;
18;92895.158;1543.83;17648.308;68775.409;30.446;2032.44;952.52;
19;93927.821;1597.12;33360.489;54201.458;97.674;2249.78;953.07;
20;93802.819;1590.03;33360.489;54096.971;101.712;2240.64;953.09;
21;92313.460;1547.81;33360.489;52984.974;138.006;2322.31;1042.83;
22;89103.994;1346.74;33360.489;49955.027;313.988;2229.73;908.92;
23;86737.100;1078.05;7630.806;72966.415;4.984;1544.59;814.40;
