Час;Объем полного планового потребления, МВт.ч;Индекс равновесных цен на покупку электроэнергии, руб./МВт.ч.;Объем покупки по регулируемым договорам, МВт.ч;Объем покупки на РСВ, МВт.ч;Объем продажи в обеспечение РД, МВт.ч;Максимальный индекс равновесной цены, руб./МВт.ч;Минимальный индекс равновесной цены, руб./МВт.ч;
0;90223.190;1128.44;7630.806;75890.487;8.426;1633.41;750.16;
1;88891.866;1050.02;7630.806;74530.733;8.642;1504.91;669.51;
2;88265.389;1028.34;7630.806;73891.894;9.804;1466.61;651.79;
3;88498.570;1041.15;7630.806;74116.842;9.788;1465.96;653.02;
4;89703.378;1067.23;7630.806;75328.117;7.073;1496.25;659.74;
5;91691.025;1143.20;7630.806;77317.716;5.548;1594.33;717.32;
6;94189.972;1262.06;21076.149;66353.040;14.170;1768.83;799.73;
7;98106.329;1398.93;21076.149;70199.921;14.328;2349.30;896.84;
8;101521.586;1553.60;17648.308;77045.905;9.855;2316.57;924.87;
9;103275.009;1576.46;17648.308;78792.434;8.406;2284.39;924.21;
10;103330.183;1578.10;17648.308;78831.439;8.061;2295.28;921.81;
11;102602.466;1607.01;17648.308;78096.093;12.371;2324.56;925.19;
12;101815.347;1577.60;17648.308;77251.321;14.545;2322.91;918.75;
13;101750.822;1583.15;17648.308;77189.493;14.367;2320.70;921.33;
14;101249.315;1570.30;17648.308;76701.616;12.532;2340.32;924.12;
15;100691.467;1562.44;17648.308;76157.281;9.432;2333.11;926.16;
16;100466.693;1565.90;17648.308;75983.836;6.343;2371.03;998.81;
17;100182.616;1486.24;17648.308;75742.541;5.234;2303.00;979.33;
18;101196.982;1502.61;17648.308;76802.055;6.455;2329.91;999.23;
19;102066.557;1544.59;33360.489;62025.312;47.258;2313.45;926.28;
20;101093.635;1564.56;33360.489;61091.017;44.694;2316.66;0.00;
21;98683.531;1517.40;33360.489;58944.151;68.046;2300.74;0.00;
22;94888.132;1382.45;33360.489;55247.528;128.810;2315.60;0.00;
23;92099.410;1259.24;7630.806;78054.985;21.744;2261.14;867.85;
