Час;Объем полного планового потребления, МВт.ч;Индекс равновесных цен на покупку электроэнергии, руб./МВт.ч.;Объем покупки по регулируемым договорам, МВт.ч;Объем покупки на РСВ, МВт.ч;Объем продажи в обеспечение РД, МВт.ч;Максимальный индекс равновесной цены, руб./МВт.ч;Минимальный индекс равновесной цены, руб./МВт.ч;
0;96364.515;1150.83;10323.026;79237.985;80.845;1747.41;1.60;
1;94976.186;1123.68;10323.026;77924.631;171.803;1717.31;1.57;
2;94363.545;1078.29;10323.026;77385.429;252.274;1612.82;1.37;
3;94490.021;1074.82;10323.026;77535.463;292.598;1611.61;1.50;
4;95976.981;1126.26;10323.026;79025.008;305.288;1703.89;1.17;
5;98485.779;1199.93;10323.026;81399.132;266.666;1782.63;1.22;
6;101836.235;1440.68;26280.117;68672.120;176.069;2615.09;0.00;
7;106048.394;1723.63;26280.117;72732.290;94.562;2833.77;0.00;
8;109705.871;1813.20;22069.026;80851.618;285.037;2828.90;0.00;
9;111720.117;1829.10;22069.026;82816.362;224.397;2853.79;0.00;
10;111997.128;1829.97;22069.026;83050.628;196.406;2887.84;0.00;
11;111512.639;1845.99;22069.026;82526.716;187.484;2576.49;721.11;
12;110724.505;1821.91;22069.026;81707.273;194.912;2390.19;329.29;
13;110748.097;1827.34;22069.026;81743.873;190.660;2389.24;328.82;
14;110496.155;1826.51;22069.026;81525.625;194.810;2384.01;329.42;
15;110420.345;1816.86;22069.026;81470.350;180.397;2796.90;1.45;
16;111085.174;1817.97;22069.026;82156.232;156.170;2731.04;0.00;
17;111822.774;1827.20;22069.026;82843.666;64.852;2758.08;0.00;
18;111436.410;1826.40;41336.001;63351.063;198.810;2780.26;1.82;
19;110141.947;1828.02;41336.001;62108.966;242.423;2770.53;0.00;
20;108041.712;1802.87;41336.001;60062.641;305.137;2769.68;0.00;
21;105754.995;1676.19;41336.001;57995.867;400.333;2832.54;3.29;
22;102203.506;1495.83;10323.026;85042.966;17.475;2708.31;2.89;
23;99283.717;1174.82;10323.026;82036.885;17.432;1859.22;749.30;
