Час;Объем полного планового потребления, МВт.ч;Индекс равновесных цен на покупку электроэнергии, руб./МВт.ч.;Объем покупки по регулируемым договорам, МВт.ч;Объем покупки на РСВ, МВт.ч;Объем продажи в обеспечение РД, МВт.ч;Максимальный индекс равновесной цены, руб./МВт.ч;Минимальный индекс равновесной цены, руб./МВт.ч;
0;94625.500;1060.85;10323.026;77455.804;126.270;2461.06;704.44;
1;93094.277;981.88;10323.026;76066.956;292.176;2409.30;625.46;
2;92381.800;928.56;10323.026;75413.097;324.491;2422.56;0.00;
3;91943.424;907.13;10323.026;74998.519;344.426;2427.92;543.56;
4;92688.132;930.30;10323.026;75748.982;351.885;2439.87;563.76;
5;93704.596;940.61;10323.026;76713.782;311.217;1352.84;583.99;
6;94967.403;996.33;26280.117;61995.148;278.308;1567.27;627.21;
7;97339.141;1121.83;26280.117;64270.492;196.185;1690.52;637.98;
8;99903.171;1336.25;22069.026;71373.989;497.026;2009.64;869.14;
9;102449.271;1573.74;22069.026;73801.368;314.172;2605.88;1061.37;
10;104225.788;1608.79;22069.026;75506.098;244.794;2619.21;1106.23;
11;104911.581;1619.01;22069.026;76163.908;224.209;2607.85;1117.29;
12;104852.117;1617.90;22069.026;76100.388;225.613;2607.37;1125.24;
13;104949.955;1618.85;22069.026;76201.637;244.633;2609.34;1130.75;
14;105175.412;1611.30;22069.026;76431.775;251.745;2611.85;1121.25;
15;105716.558;1616.59;22069.026;76947.212;221.184;2609.86;1132.64;
16;107154.035;1629.72;22069.026;78347.784;139.766;2600.55;1158.43;
17;108033.080;1639.01;22069.026;79169.547;50.747;2632.02;1186.88;
18;107378.515;1634.66;41336.001;59402.114;201.611;2634.70;1175.49;
19;106225.207;1628.18;41336.001;58312.239;279.735;2558.88;1172.29;
20;104586.557;1617.06;41336.001;56725.527;319.030;2573.43;1151.96;
21;102657.633;1568.05;41336.001;54876.055;394.845;2553.63;1115.36;
22;100138.643;1271.06;10323.026;82913.257;31.342;2032.33;882.00;
23;97686.866;1103.92;10323.026;80432.622;33.858;1707.70;764.21;
