Час;Объем полного планового потребления, МВт.ч;Индекс равновесных цен на покупку электроэнергии, руб./МВт.ч.;Объем покупки по регулируемым договорам, МВт.ч;Объем покупки на РСВ, МВт.ч;Объем продажи в обеспечение РД, МВт.ч;Максимальный индекс равновесной цены, руб./МВт.ч;Минимальный индекс равновесной цены, руб./МВт.ч;
0;101421.973;1146.74;10323.026;84074.124;52.334;1733.09;788.70;
1;99857.840;1104.82;10323.026;82556.096;118.619;1678.01;738.39;
2;99159.601;1088.61;10323.026;81916.060;192.478;1641.62;713.39;
3;99154.403;1085.30;10323.026;81965.646;237.068;1618.72;708.18;
4;100508.013;1120.75;10323.026;83356.056;258.096;1744.74;720.91;
5;102613.137;1201.27;10323.026;85438.493;215.073;1754.35;788.45;
6;105943.163;1349.36;26280.117;72789.392;166.925;2145.58;870.15;
7;110043.156;1689.26;26280.117;76817.688;116.926;2666.60;1056.30;
8;114075.345;1759.22;22069.026;85306.075;291.958;2779.30;1061.64;
9;116778.947;1790.12;22069.026;87904.074;171.575;2816.25;1071.27;
10;117241.906;1801.64;22069.026;88292.091;118.458;2846.71;1060.14;
11;116921.657;1798.93;22069.026;87927.164;116.765;2842.32;1061.18;
12;116306.784;1787.04;22069.026;87273.779;120.761;2846.51;1053.60;
13;116230.161;1790.56;22069.026;87203.056;109.886;2841.07;1057.97;
14;116068.538;1784.32;22069.026;87057.371;113.405;2835.69;1065.73;
15;116112.650;1780.73;22069.026;87126.145;114.878;2835.73;1069.43;
16;116873.940;1784.55;22069.026;87893.270;86.184;2755.21;1064.52;
17;117084.723;1790.70;22069.026;88122.062;78.762;2793.90;1051.22;
18;116261.555;1780.76;41336.001;68079.310;130.219;2789.03;1045.49;
19;114855.446;1774.29;41336.001;66736.435;151.308;2830.61;1043.92;
20;112651.737;1739.10;41336.001;64555.485;193.381;2798.49;994.45;
21;110089.646;1702.27;41336.001;62103.110;223.566;2790.95;966.66;
22;106207.624;1553.33;10323.026;89006.214;18.851;2762.36;929.35;
23;103117.466;1222.95;10323.026;85798.805;19.463;2008.17;845.14;
