Час;Объем полного планового потребления, МВт.ч;Индекс равновесных цен на покупку электроэнергии, руб./МВт.ч.;Объем покупки по регулируемым договорам, МВт.ч;Объем покупки на РСВ, МВт.ч;Объем продажи в обеспечение РД, МВт.ч;Максимальный индекс равновесной цены, руб./МВт.ч;Минимальный индекс равновесной цены, руб./МВт.ч;
0;97438.645;1393.01;10323.026;80401.312;78.570;2626.84;852.80;
1;96058.204;1244.03;10323.026;79098.822;183.126;1957.65;781.59;
2;95143.832;1208.77;10323.026;78255.147;260.337;1888.93;750.40;
3;94811.272;1192.40;10323.026;77957.009;298.449;1864.23;731.41;
4;95310.360;1227.54;10323.026;78475.461;312.463;1888.73;754.51;
5;96297.844;1285.43;10323.026;79431.262;274.229;1942.50;781.39;
6;97560.796;1416.46;26280.117;64707.369;207.847;2320.89;833.56;
7;100287.961;1620.76;26280.117;67375.565;107.885;2716.03;959.34;
8;103436.782;1744.70;22069.026;75042.010;337.855;2779.00;1053.36;
9;105943.803;1863.70;22069.026;77437.953;213.026;2792.25;1170.57;
10;107398.106;1882.87;22069.026;78826.377;143.201;2794.80;1211.93;
11;107556.718;1880.96;22069.026;79000.629;142.029;2823.31;1226.90;
12;107198.941;1875.81;22069.026;78613.033;129.730;2819.42;1238.39;
13;106917.859;1878.71;22069.026;78329.038;138.514;2782.57;1249.75;
14;107237.524;1898.63;22069.026;78649.005;151.982;2744.22;1246.39;
15;107421.231;1890.25;22069.026;78790.793;89.057;2726.30;1225.66;
16;108431.088;1898.19;22069.026;79810.661;73.139;2736.62;1239.31;
17;109724.223;1912.78;22069.026;81091.931;34.998;2692.96;1254.05;
18;109159.626;1904.07;41336.001;61338.546;120.849;2702.22;1254.36;
19;107923.470;1882.43;41336.001;60147.487;178.825;2684.09;1229.52;
20;106063.308;1860.97;41336.001;58364.614;272.781;2697.76;1219.53;
21;103897.426;1742.31;41336.001;56295.292;419.808;2811.77;1138.79;
22;100764.830;1636.23;10323.026;83756.199;18.156;2763.67;1057.57;
23;98210.103;1414.92;10323.026;81132.427;20.241;2678.45;889.62;
