Час;Объем полного планового потребления, МВт.ч;Индекс равновесных цен на покупку электроэнергии, руб./МВт.ч.;Объем покупки по регулируемым договорам, МВт.ч;Объем покупки на РСВ, МВт.ч;Объем продажи в обеспечение РД, МВт.ч;Максимальный индекс равновесной цены, руб./МВт.ч;Минимальный индекс равновесной цены, руб./МВт.ч;
0;98174.924;1260.35;10323.026;80995.665;35.916;2537.44;873.44;
1;96773.347;1213.89;10323.026;79650.607;113.338;2522.70;817.03;
2;96161.805;1167.17;10323.026;79144.575;203.451;2505.33;787.17;
3;96222.297;1157.89;10323.026;79239.191;243.261;2497.27;771.52;
4;97471.151;1197.27;10323.026;80511.505;258.737;2508.43;791.33;
5;99702.196;1300.53;10323.026;82620.071;228.485;2525.98;856.02;
6;102988.078;1596.76;26280.117;69883.305;177.601;2699.97;1046.57;
7;107789.570;1733.69;26280.117;74525.589;127.473;2790.66;1148.90;
8;111784.324;1886.64;22069.026;83018.002;285.443;3040.85;1277.48;
9;114071.951;1927.53;22069.026;85218.970;189.902;3062.57;1338.35;
10;114552.032;1940.52;22069.026;85651.687;140.804;3074.66;1354.24;
11;114132.173;1945.07;22069.026;85208.774;140.735;3197.29;1364.60;
12;113572.769;1934.39;22069.026;84603.306;148.409;3154.47;1342.42;
13;113538.907;1942.02;22069.026;84566.131;142.063;3149.95;1351.68;
14;113286.459;1922.61;22069.026;84335.150;146.557;3157.64;1339.28;
15;113309.238;1918.97;22069.026;84364.913;140.509;3124.63;1344.50;
16;114003.383;1913.44;22069.026;85074.509;113.242;3030.20;1326.33;
17;114394.430;1922.91;22069.026;85446.165;58.019;3078.28;1321.13;
18;113629.157;1893.91;41336.001;65505.895;146.762;3359.75;693.40;
19;112177.220;1887.77;41336.001;64086.811;165.678;3111.92;4.42;
20;110075.568;1797.62;41336.001;61993.990;205.792;3041.80;3.62;
21;107505.826;1713.15;41336.001;59551.007;267.782;2998.71;4.30;
22;103637.031;1594.33;10323.026;86415.628;20.676;2886.07;4.11;
23;100572.339;1332.09;10323.026;83257.015;21.365;2545.80;863.48;
