Час;Объем полного планового потребления, МВт.ч;Индекс равновесных цен на покупку электроэнергии, руб./МВт.ч.;Объем покупки по регулируемым договорам, МВт.ч;Объем покупки на РСВ, МВт.ч;Объем продажи в обеспечение РД, МВт.ч;Максимальный индекс равновесной цены, руб./МВт.ч;Минимальный индекс равновесной цены, руб./МВт.ч;
0;98965.670;1108.36;10323.026;81641.596;78.293;2485.47;729.37;
1;97705.824;1033.48;10323.026;80443.802;148.102;2474.04;649.99;
2;97068.258;970.73;10323.026;79884.858;229.921;1644.61;598.44;
3;97152.276;958.96;10323.026;80014.413;267.634;1635.53;581.93;
4;98590.527;994.03;10323.026;81471.747;279.662;1652.59;608.43;
5;100768.127;1116.94;10323.026;83525.395;239.095;1785.84;700.67;
6;104049.777;1392.99;26280.117;70768.463;198.239;2539.91;851.18;
7;108892.297;1692.40;26280.117;75474.330;122.638;2823.39;1083.36;
8;113153.448;1761.66;22069.026;84202.893;311.545;2917.30;1171.24;
9;115582.327;1793.60;22069.026;86526.998;203.368;2845.40;1205.86;
10;116223.205;1806.67;22069.026;87120.759;158.840;2930.07;1240.40;
11;116080.666;1807.93;22069.026;86922.551;145.632;2939.62;1245.09;
12;115478.796;1791.04;22069.026;86273.780;154.158;2938.26;1222.73;
13;115624.376;1798.16;22069.026;86440.767;158.395;2933.72;1229.44;
14;115470.429;1782.19;22069.026;86317.775;169.768;2930.82;1207.89;
15;115752.056;1782.17;22069.026;86598.021;143.285;2931.95;1206.75;
16;116622.819;1801.16;22069.026;87485.486;123.614;2843.72;1200.00;
17;117068.577;1809.66;22069.026;87909.172;62.565;2890.64;1197.35;
18;116224.713;1800.38;41336.001;67909.061;157.155;2886.38;1171.48;
19;114744.830;1776.28;41336.001;66466.147;176.751;2881.23;1161.94;
20;112739.979;1736.76;41336.001;64510.901;219.823;2919.87;1111.60;
21;110260.641;1690.10;41336.001;62183.836;286.973;2905.81;1075.32;
22;106139.588;1441.94;10323.026;88759.966;29.401;2665.89;943.36;
23;103029.723;1115.63;10323.026;85578.851;31.999;1821.87;746.33;
