Час;Объем полного планового потребления, МВт.ч;Индекс равновесных цен на покупку электроэнергии, руб./МВт.ч.;Объем покупки по регулируемым договорам, МВт.ч;Объем покупки на РСВ, МВт.ч;Объем продажи в обеспечение РД, МВт.ч;Максимальный индекс равновесной цены, руб./МВт.ч;Минимальный индекс равновесной цены, руб./МВт.ч;
0;72772.564;1033.56;5944.921;61300.726;13.107;1707.33;565.68;
1;70566.151;992.29;5944.921;59077.075;18.659;1562.83;529.13;
2;69270.330;967.14;5944.921;57798.299;41.788;1553.91;500.52;
3;68638.039;954.78;5944.921;57172.047;50.245;1506.48;488.82;
4;68442.608;946.44;5944.921;57001.948;77.201;1506.29;476.56;
5;69524.310;880.33;5944.921;58062.349;74.771;1514.04;0.00;
6;71558.606;907.99;18657.240;47391.302;75.289;1565.14;0.00;
7;73489.555;1047.29;18657.240;49304.211;42.845;1752.53;513.90;
8;76887.643;1184.49;15855.839;55676.366;209.783;1714.93;581.88;
9;79748.953;1366.34;15855.839;58430.424;93.148;1942.95;237.22;
10;81122.055;1390.46;15855.839;59742.784;60.198;2207.72;0.00;
11;81475.856;1426.84;15855.839;60076.409;47.075;2215.38;0.00;
12;81242.862;1462.98;15855.839;59812.546;48.536;2281.61;0.00;
13;81367.844;1478.79;15855.839;59958.380;49.489;2294.26;0.00;
14;81275.034;1491.63;15855.839;59883.479;57.810;2330.17;0.00;
15;81087.813;1509.57;15855.839;59752.815;65.630;2261.64;0.00;
16;81116.070;1551.35;15855.839;59825.530;52.689;2258.33;0.00;
17;80884.173;1580.17;15855.839;59650.975;67.997;2093.40;36.18;
18;80584.438;1552.62;15855.839;59375.914;73.418;1986.18;719.53;
19;80435.856;1485.07;15855.839;59218.389;52.642;1932.06;437.00;
20;80808.036;1503.87;29719.647;45747.919;55.625;2052.30;407.95;
21;80622.145;1530.41;29719.647;45615.916;87.539;2032.02;304.48;
22;77663.097;1311.71;29719.647;42770.444;237.401;1929.80;636.08;
23;74099.866;1106.64;29719.647;39392.150;513.008;1602.99;0.00;
