Час;Объем полного планового потребления, МВт.ч;Индекс равновесных цен на покупку электроэнергии, руб./МВт.ч.;Объем покупки по регулируемым договорам, МВт.ч;Объем покупки на РСВ, МВт.ч;Объем продажи в обеспечение РД, МВт.ч;Максимальный индекс равновесной цены, руб./МВт.ч;Минимальный индекс равновесной цены, руб./МВт.ч;
0;72044.211;896.46;5944.921;60448.637;29.800;1370.00;492.62;
1;70071.657;852.09;5944.921;58453.802;33.502;1370.00;449.35;
2;68929.119;826.52;5944.921;57248.333;55.565;1370.00;425.73;
3;68394.775;811.21;5944.921;56737.001;64.160;1370.00;311.30;
4;68985.055;825.78;5944.921;57350.852;87.541;1370.00;396.33;
5;71345.827;855.80;5944.921;59743.752;84.098;1370.01;396.49;
6;75192.640;1057.60;18657.240;50823.233;67.141;1370.01;518.87;
7;78843.060;1262.07;18657.240;54201.323;32.234;1857.81;664.84;
8;83507.990;1445.66;15855.839;61773.042;117.592;2021.02;697.75;
9;85421.026;1603.36;15855.839;63612.595;55.959;2315.92;177.32;
10;85968.700;1623.38;15855.839;64102.722;34.735;2660.95;0.00;
11;85542.167;1583.52;15855.839;63676.040;34.983;2365.64;144.82;
12;85281.647;1519.78;15855.839;63442.556;36.943;2182.46;764.94;
13;85964.935;1650.11;15855.839;64132.408;37.815;2385.07;854.43;
14;85771.787;1628.51;15855.839;63936.901;33.820;2419.72;871.20;
15;85110.454;1589.95;15855.839;63305.117;32.117;2360.82;27.40;
16;84472.058;1592.66;15855.839;62718.918;32.265;2343.29;915.40;
17;83451.423;1625.29;15855.839;61751.403;35.357;2305.34;916.79;
18;82622.666;1570.00;15855.839;60972.019;49.954;2263.88;886.56;
19;81881.106;1470.38;15855.839;60198.417;45.083;2121.46;850.76;
20;82017.108;1440.82;29719.647;46479.561;53.245;2070.40;808.85;
21;81605.606;1490.42;29719.647;46507.717;81.522;2175.82;840.65;
22;78413.762;1273.31;29719.647;43515.066;203.314;1869.02;742.21;
23;74456.106;1013.43;29719.647;39763.380;462.330;1392.48;590.15;
