Час;Объем полного планового потребления, МВт.ч;Индекс равновесных цен на покупку электроэнергии, руб./МВт.ч.;Объем покупки по регулируемым договорам, МВт.ч;Объем покупки на РСВ, МВт.ч;Объем продажи в обеспечение РД, МВт.ч;Максимальный индекс равновесной цены, руб./МВт.ч;Минимальный индекс равновесной цены, руб./МВт.ч;
0;72228.720;871.70;5944.921;60386.338;25.918;1370.00;475.56;
1;70157.452;853.47;5944.921;58291.339;37.068;1370.00;455.74;
2;69095.114;828.60;5944.921;57244.393;49.477;1370.00;425.58;
3;68581.930;793.48;5944.921;56764.119;64.067;1370.00;286.11;
4;69074.592;742.17;5944.921;57284.900;89.774;1370.00;0.00;
5;71442.312;868.67;5944.921;59648.947;84.524;1370.01;441.40;
6;75561.525;917.81;18657.240;51010.635;72.612;1370.01;474.89;
7;79106.022;1121.26;18657.240;54384.011;42.518;1568.55;625.69;
8;83231.605;1353.19;15855.839;61465.529;150.815;1921.18;692.34;
9;85759.864;1487.50;15855.839;63931.471;93.110;2113.02;794.96;
10;86306.987;1547.58;15855.839;64450.643;65.561;2217.06;815.60;
11;86283.496;1548.61;15855.839;64396.493;57.524;2206.36;826.50;
12;85943.134;1543.15;15855.839;64062.741;62.321;2174.81;820.27;
13;85908.771;1539.88;15855.839;64039.490;62.401;2189.45;826.03;
14;85595.092;1579.98;15855.839;63705.587;54.929;2343.03;585.67;
15;84955.541;1530.50;15855.839;63114.532;55.372;2212.03;839.40;
16;84403.075;1508.10;15855.839;62593.163;31.021;2146.32;813.93;
17;83604.419;1503.09;15855.839;61856.477;31.909;2214.50;732.75;
18;82830.448;1434.44;15855.839;61099.892;38.246;2043.26;774.37;
19;82497.410;1407.10;15855.839;60731.317;40.088;1993.24;769.65;
20;82399.545;1387.81;29719.647;46794.885;52.975;1959.55;711.42;
21;81855.463;1375.62;29719.647;46501.317;81.087;1973.54;713.75;
22;78684.452;1076.95;29719.647;43455.698;208.116;1815.83;580.52;
23;74594.973;925.69;29719.647;39558.035;491.463;1409.64;494.41;
