Час;Объем полного планового потребления, МВт.ч;Индекс равновесных цен на покупку электроэнергии, руб./МВт.ч.;Объем покупки по регулируемым договорам, МВт.ч;Объем покупки на РСВ, МВт.ч;Объем продажи в обеспечение РД, МВт.ч;Максимальный индекс равновесной цены, руб./МВт.ч;Минимальный индекс равновесной цены, руб./МВт.ч;
0;72191.229;855.15;5944.921;60970.789;32.555;1169.82;0.00;
1;70177.057;767.59;5944.921;58953.668;37.219;1010.44;0.00;
2;69024.258;708.20;5944.921;57826.893;53.474;986.74;0.00;
3;68452.271;694.60;5944.921;57273.562;64.400;983.82;0.00;
4;68897.466;514.10;5944.921;57705.668;95.965;985.08;0.00;
5;71231.693;524.09;5944.921;59908.969;93.316;1005.71;0.00;
6;75439.645;820.27;18657.240;51284.446;102.463;1251.06;0.00;
7;79325.481;1050.99;18657.240;54934.673;56.811;1507.22;467.37;
8;83818.243;1290.04;15855.839;62394.852;171.119;1633.35;620.41;
9;86679.554;1402.58;15855.839;65239.274;95.730;1952.13;0.00;
10;87518.589;1439.98;15855.839;66026.426;54.641;2091.12;620.61;
11;87541.090;1428.48;15855.839;66010.453;49.290;2090.04;620.96;
12;87142.082;1439.24;15855.839;65667.962;62.282;2089.69;620.97;
13;87479.945;1481.07;15855.839;66031.660;64.269;2102.59;620.97;
14;87261.824;1535.41;15855.839;65816.887;67.041;2224.89;1.19;
15;86609.979;1509.19;15855.839;65169.071;69.869;2218.70;0.00;
16;86011.086;1511.32;15855.839;64552.000;53.380;2328.79;0.00;
17;85062.620;1445.11;15855.839;63606.277;45.700;2086.91;549.08;
18;84106.792;1426.40;15855.839;62691.364;61.766;1831.50;621.00;
19;83148.329;1338.17;15855.839;61699.916;66.283;1641.58;620.90;
20;82882.909;1313.56;29719.647;47587.651;80.820;1593.22;620.76;
21;82307.681;1328.80;29719.647;47200.462;91.839;1627.51;620.34;
22;79109.182;1161.73;29719.647;44126.294;225.930;1387.75;620.05;
23;75477.994;913.11;29719.647;40666.489;479.816;1032.20;599.53;
