◊‡Ò,"Œ·˙ÂÏ ÔÓÎÌÓ„Ó ÔÎ‡ÌÓ‚Ó„Ó ÔÓÚÂ·ÎÂÌËˇ, Ã¬Ú.˜","»Ì‰ÂÍÒ ‡‚ÌÓ‚ÂÒÌ˚ı ˆÂÌ Ì‡ ÔÓÍÛÔÍÛ ˝ÎÂÍÚÓ˝ÌÂ„ËË, Û·./Ã¬Ú.˜.","Œ·˙ÂÏ ÔÓÍÛÔÍË ÔÓ Â„ÛÎËÛÂÏ˚Ï ‰Ó„Ó‚Ó‡Ï, Ã¬Ú.˜","Œ·˙ÂÏ ÔÓÍÛÔÍË Ì‡ –—¬, Ã¬Ú.˜","Œ·˙ÂÏ ÔÓ‰‡ÊË ‚ Ó·ÂÒÔÂ˜ÂÌËÂ –ƒ, Ã¬Ú.˜","Ã‡ÍÒËÏ‡Î¸Ì˚È ËÌ‰ÂÍÒ ‡‚ÌÓ‚ÂÒÌÓÈ ˆÂÌ˚, Û·./Ã¬Ú.˜","ÃËÌËÏ‡Î¸Ì˚È ËÌ‰ÂÍÒ ‡‚ÌÓ‚ÂÒÌÓÈ ˆÂÌ˚, Û·./Ã¬Ú.˜",Unnamed: 8
0,72753.501,917.56,5834.547,61374.896,29.858,1038.39,584.96,
1,70773.245,749.92,5834.547,59397.454,42.679,905.26,465.27,
2,69516.095,743.4,5834.547,58144.235,59.186,911.34,450.89,
3,68989.465,739.7,5834.547,57638.929,76.118,929.27,441.33,
4,69342.869,737.66,5834.547,58027.479,102.323,949.69,429.15,
5,71482.864,705.3,5834.547,60170.152,100.991,1027.23,0.0,
6,75555.001,956.26,17972.645,52043.399,73.54,1150.63,35.91,
7,79192.648,1176.26,17972.645,55451.359,27.464,1323.12,760.94,
8,83495.207,1509.54,15413.354,62566.717,261.883,1781.42,992.99,
9,86058.248,1586.19,15413.354,64997.342,116.885,1901.78,1042.35,
10,86451.387,1593.36,15413.354,65350.365,80.155,1913.03,1071.29,
11,86528.08,1593.11,15413.354,65390.445,62.06,1908.65,1078.45,
12,86263.655,1589.79,15413.354,65130.692,71.596,1933.45,1064.96,
13,86321.608,1599.44,15413.354,65170.9,70.258,1965.84,932.56,
14,86512.245,1604.46,15413.354,65326.806,64.082,1993.45,930.61,
15,86073.137,1604.77,15413.354,64931.778,71.002,1974.3,1063.41,
16,85449.772,1601.17,15413.354,64333.828,51.638,1962.67,1063.09,
