Час;Объем полного планового потребления, МВт.ч;Индекс равновесных цен на покупку электроэнергии, руб./МВт.ч.;Объем покупки по регулируемым договорам, МВт.ч;Объем покупки на РСВ, МВт.ч;Объем продажи в обеспечение РД, МВт.ч;Максимальный индекс равновесной цены, руб./МВт.ч;Минимальный индекс равновесной цены, руб./МВт.ч;
0;73601.922;1326.77;5834.547;62460.553;20.872;1530.89;837.26;
1;71319.287;1133.80;5834.547;60145.719;20.816;1329.85;709.03;
2;70014.821;1074.15;5834.547;58840.169;27.165;1228.66;662.56;
3;69081.532;987.59;5834.547;57918.419;36.663;1113.80;592.68;
4;68691.072;972.37;5834.547;57618.361;42.227;1105.94;577.19;
5;69917.193;1016.22;5834.547;58863.175;51.617;1163.08;607.83;
6;72652.895;1212.69;17972.645;49479.701;56.453;1390.22;732.96;
7;75301.258;1423.91;17972.645;52090.778;31.967;1612.15;852.11;
8;79479.026;1687.07;15413.354;58996.557;181.172;1942.16;1007.81;
9;82594.754;1651.27;15413.354;61981.932;49.034;2000.99;993.44;
10;84060.886;1615.53;15413.354;63413.296;24.256;2000.56;991.53;
11;84305.735;1609.76;15413.354;63639.708;21.657;2036.44;993.32;
12;84259.643;1610.21;15413.354;63616.631;22.984;2029.89;1005.88;
13;84245.347;1610.94;15413.354;63619.199;28.977;2037.67;1001.94;
14;83996.988;1608.82;15413.354;63364.603;28.549;2048.64;1016.20;
15;83591.159;1615.50;15413.354;62976.083;25.528;2078.88;1019.01;
16;83352.166;1618.52;15413.354;62758.504;27.798;2076.34;1017.62;
17;82755.498;1632.59;15413.354;62194.657;27.615;2088.50;1013.91;
18;82167.329;1636.69;15413.354;61658.807;30.915;2088.79;1011.25;
19;81275.644;1654.22;15413.354;60789.330;42.263;2110.87;1039.61;
20;81631.989;1645.15;28670.424;47820.574;53.761;2074.29;1003.02;
21;81051.467;1667.35;28670.424;47277.863;86.769;2182.99;1057.82;
22;78285.958;1551.92;28670.424;44596.868;176.472;2000.34;1000.06;
23;75617.945;1396.21;28670.424;42083.868;365.407;1632.31;909.97;
