Час;Объем полного планового потребления, МВт.ч;Индекс равновесных цен на покупку электроэнергии, руб./МВт.ч.;Объем покупки по регулируемым договорам, МВт.ч;Объем покупки на РСВ, МВт.ч;Объем продажи в обеспечение РД, МВт.ч;Максимальный индекс равновесной цены, руб./МВт.ч;Минимальный индекс равновесной цены, руб./МВт.ч;
0;72753.501;917.56;5834.547;61374.896;29.858;1038.39;584.96;
1;70773.245;749.92;5834.547;59397.454;42.679;905.26;465.27;
2;69516.095;743.40;5834.547;58144.235;59.186;911.34;450.89;
3;68989.465;739.70;5834.547;57638.929;76.118;929.27;441.33;
4;69342.869;737.66;5834.547;58027.479;102.323;949.69;429.15;
5;71482.864;705.30;5834.547;60170.152;100.991;1027.23;0.00;
6;75555.001;956.26;17972.645;52043.399;73.540;1150.63;35.91;
7;79192.648;1176.26;17972.645;55451.359;27.464;1323.12;760.94;
8;83495.207;1509.54;15413.354;62566.717;261.883;1781.42;992.99;
9;86058.248;1586.19;15413.354;64997.342;116.885;1901.78;1042.35;
10;86451.387;1593.36;15413.354;65350.365;80.155;1913.03;1071.29;
11;86528.080;1593.11;15413.354;65390.445;62.060;1908.65;1078.45;
12;86263.655;1589.79;15413.354;65130.692;71.596;1933.45;1064.96;
13;86321.608;1599.44;15413.354;65170.900;70.258;1965.84;932.56;
14;86512.245;1604.46;15413.354;65326.806;64.082;1993.45;930.61;
15;86073.137;1604.77;15413.354;64931.778;71.002;1974.30;1063.41;
16;85449.772;1601.17;15413.354;64333.828;51.638;1962.67;1063.09;
17;84517.134;1599.44;15413.354;63536.982;71.973;1944.67;1049.78;
18;83920.898;1579.93;15413.354;62960.984;108.274;1916.71;1038.40;
19;82828.973;1506.48;15413.354;61860.715;98.509;1837.08;1008.84;
20;82298.783;1469.16;28670.424;48078.179;79.713;1807.71;970.77;
21;81933.132;1479.69;28670.424;48103.250;82.277;1885.88;987.55;
22;78894.055;1401.07;28670.424;45255.748;233.371;1979.67;767.69;
23;75078.625;1087.31;28670.424;41649.493;530.372;1271.48;725.44;
