Час;Объем полного планового потребления, МВт.ч;Индекс равновесных цен на покупку электроэнергии, руб./МВт.ч.;Объем покупки по регулируемым договорам, МВт.ч;Объем покупки на РСВ, МВт.ч;Объем продажи в обеспечение РД, МВт.ч;Максимальный индекс равновесной цены, руб./МВт.ч;Минимальный индекс равновесной цены, руб./МВт.ч;
0;73217.716;1275.47;5834.547;62134.140;30.105;1970.43;789.75;
1;71142.321;1077.14;5834.547;60035.072;35.311;1218.24;635.70;
2;69558.686;919.78;5834.547;58472.942;58.372;1135.60;0.00;
3;68467.193;859.90;5834.547;57391.985;79.493;1088.41;0.00;
4;68309.830;870.71;5834.547;57281.376;118.712;1102.08;0.00;
5;69441.776;901.24;5834.547;58425.204;130.868;1148.64;0.00;
6;71804.987;1054.24;17972.645;48663.447;112.214;1355.12;0.00;
7;74140.517;1177.81;17972.645;50914.759;51.062;1520.62;0.00;
8;78210.575;1460.68;15413.354;57829.274;317.844;1680.13;642.42;
9;81516.949;1641.14;15413.354;60963.665;145.547;1883.05;885.36;
10;83325.643;1713.02;15413.354;62706.561;83.823;1955.33;954.01;
11;83965.747;1736.45;15413.354;63377.191;61.166;2027.10;977.18;
12;84119.131;1747.89;15413.354;63528.836;49.144;2064.35;981.19;
13;84362.273;1773.15;15413.354;63782.574;59.891;2094.06;1005.86;
14;84390.865;1734.40;15413.354;63799.968;55.558;2070.61;988.52;
15;84176.324;1736.91;15413.354;63592.911;61.969;2090.44;996.23;
16;84198.687;1811.63;15413.354;63614.097;56.040;2174.36;1047.98;
17;83945.027;1795.21;15413.354;63378.732;62.565;2136.50;1031.19;
18;83571.709;1757.43;15413.354;63041.848;78.335;2097.99;999.87;
19;82767.589;1707.91;15413.354;62258.491;87.079;2055.77;974.94;
20;82652.714;1675.66;28670.424;48887.668;73.240;2098.37;0.00;
21;82004.666;1658.12;28670.424;48269.587;94.810;2106.46;973.71;
22;79192.521;1569.85;28670.424;45538.383;200.877;2083.95;948.55;
23;75505.376;1345.32;28670.424;42098.883;501.857;1969.11;808.21;
