Час;Объем полного планового потребления, МВт.ч;Индекс равновесных цен на покупку электроэнергии, руб./МВт.ч.;Объем покупки по регулируемым договорам, МВт.ч;Объем покупки на РСВ, МВт.ч;Объем продажи в обеспечение РД, МВт.ч;Максимальный индекс равновесной цены, руб./МВт.ч;Минимальный индекс равновесной цены, руб./МВт.ч;
0;83737.676;1481.24;8298.746;68898.792;24.933;2434.17;1015.93;
1;82341.563;1312.17;8298.746;67524.611;47.219;2413.97;878.04;
2;81473.564;1180.18;8298.746;66694.772;97.125;2314.88;685.00;
3;81123.660;1151.69;8298.746;66345.839;92.276;2311.64;607.94;
4;81271.803;1118.60;8298.746;66504.740;108.569;2282.16;503.69;
5;82081.987;1155.42;8298.746;67382.142;146.591;1555.26;769.63;
6;83555.208;1322.33;22681.388;54474.988;107.347;1701.86;884.22;
7;86378.863;1442.34;22681.388;57269.330;62.300;1813.91;946.95;
8;89731.775;1735.82;19012.452;64428.662;165.643;2256.85;1172.19;
9;91571.587;1887.71;19012.452;66179.322;77.122;2297.13;1282.00;
10;92033.541;1886.20;19012.452;66621.503;66.531;2307.77;1282.00;
11;91793.401;1931.69;19012.452;66373.285;65.643;2302.21;1282.00;
12;91351.930;1912.46;19012.452;65975.460;82.087;2295.19;1282.00;
13;91156.382;1908.83;19012.452;65764.765;82.842;2288.13;1282.00;
14;90776.151;1903.69;19012.452;65363.901;85.629;2286.11;1282.00;
15;90607.919;1915.65;19012.452;65197.495;89.602;2280.99;1282.00;
16;90378.516;1885.67;19012.452;64956.999;92.049;2274.58;1282.00;
17;90488.339;1890.01;19012.452;65078.763;75.309;2397.96;1282.00;
18;91190.799;1912.26;19012.452;65819.980;67.684;2467.21;1282.00;
19;92149.499;1960.48;35885.078;50018.605;148.031;2556.37;1282.00;
20;92149.907;1935.85;35885.078;50040.440;159.406;2570.17;1282.00;
21;90271.818;1874.97;35885.078;48222.780;235.069;2513.93;1282.00;
22;87339.289;1617.16;35885.078;45458.489;431.242;2392.69;1137.14;
23;85090.752;1512.84;8298.746;70299.434;16.323;2074.74;1072.70;
