Час;Объем полного планового потребления, МВт.ч;Индекс равновесных цен на покупку электроэнергии, руб./МВт.ч.;Объем покупки по регулируемым договорам, МВт.ч;Объем покупки на РСВ, МВт.ч;Объем продажи в обеспечение РД, МВт.ч;Максимальный индекс равновесной цены, руб./МВт.ч;Минимальный индекс равновесной цены, руб./МВт.ч;
0;85973.525;1165.82;8298.746;70867.334;51.245;1674.58;780.88;
1;84583.420;1073.67;8298.746;69531.693;98.612;1610.71;676.40;
2;83747.715;1044.21;8298.746;68753.428;153.914;1609.54;644.62;
3;83210.920;999.95;8298.746;68163.652;100.361;1371.80;625.24;
4;83771.199;1028.59;8298.746;68705.867;69.727;1610.10;624.91;
5;84313.096;1036.24;8298.746;69321.358;136.393;1880.20;617.05;
6;84998.256;1009.20;22681.388;55599.892;118.555;1675.19;594.90;
7;87054.645;1081.64;22681.388;57593.496;63.880;1729.81;651.86;
8;89721.143;1184.68;19012.452;64056.653;212.326;2059.02;713.43;
9;91596.420;1407.95;19012.452;65854.847;139.473;2058.36;884.23;
10;92106.500;1491.92;19012.452;66268.434;116.218;2057.40;983.02;
11;92080.843;1495.16;19012.452;66211.422;108.827;2056.32;998.95;
12;91734.032;1470.19;19012.452;65842.161;114.862;2069.83;497.21;
13;91539.924;1435.76;19012.452;65665.095;111.671;2068.14;484.17;
14;91384.718;1423.50;19012.452;65544.184;126.485;2068.57;478.77;
15;91276.859;1422.09;19012.452;65426.458;116.236;2053.83;475.46;
16;91570.327;1419.79;19012.452;65715.044;65.192;1820.23;475.51;
17;92078.623;1478.56;19012.452;66256.550;36.447;1897.76;493.72;
18;93146.712;1535.90;19012.452;67364.046;27.029;2081.91;1014.56;
19;94561.567;1673.36;35885.078;52029.082;97.118;2429.69;1101.96;
20;94259.478;1662.35;35885.078;51753.930;115.827;2661.04;1080.38;
21;92203.166;1632.16;35885.078;49765.557;201.917;2544.45;1107.93;
22;89315.127;1298.22;35885.078;47021.855;402.512;2521.49;808.98;
23;87049.915;1099.25;8298.746;71942.539;26.661;1831.57;710.39;
