Час;Объем полного планового потребления, МВт.ч;Индекс равновесных цен на покупку электроэнергии, руб./МВт.ч.;Объем покупки по регулируемым договорам, МВт.ч;Объем покупки на РСВ, МВт.ч;Объем продажи в обеспечение РД, МВт.ч;Максимальный индекс равновесной цены, руб./МВт.ч;Минимальный индекс равновесной цены, руб./МВт.ч;
0;84602.253;923.55;8298.746;69322.560;66.115;1480.40;107.91;
1;83374.530;893.06;8298.746;68128.883;101.165;2424.13;66.22;
2;82802.208;872.81;8298.746;67616.001;156.531;2400.45;36.40;
3;83027.167;877.21;8298.746;67787.338;97.814;2420.69;36.37;
4;84083.373;885.31;8298.746;68853.769;98.382;2408.09;36.44;
5;85736.945;1050.94;8298.746;70567.334;155.033;1343.77;652.74;
6;88088.135;1261.29;22681.388;58475.303;122.338;2086.00;847.49;
7;91231.913;1479.34;22681.388;61478.607;127.295;2086.00;839.05;
8;94385.878;1582.75;19012.452;68397.074;217.386;2123.18;860.90;
9;95352.255;1585.24;19012.452;69275.969;154.588;2127.37;921.77;
10;95183.430;1628.79;19012.452;69088.657;145.208;2134.40;879.57;
11;94710.178;1647.09;19012.452;68617.647;157.538;2174.11;838.58;
12;94054.051;1604.19;19012.452;67961.614;162.331;2123.78;834.09;
13;94381.590;1639.62;19012.452;68291.626;154.226;2184.37;838.16;
14;94208.372;1619.49;19012.452;68099.698;139.303;2153.48;834.49;
15;93904.567;1610.30;19012.452;67761.057;82.760;2150.58;822.27;
16;93658.753;1538.40;19012.452;67554.523;81.946;2232.37;280.41;
17;93593.247;1539.62;19012.452;67539.454;105.727;2086.00;821.78;
18;94197.935;1532.89;19012.452;68151.432;96.976;2086.00;827.46;
19;95161.079;1580.40;35885.078;52345.510;157.569;2194.34;869.99;
20;94682.655;1617.10;35885.078;51913.015;179.682;2295.38;874.32;
21;92850.855;1537.67;35885.078;50206.279;215.336;2218.20;899.18;
22;89852.571;1188.60;35885.078;47350.770;376.331;2086.00;774.66;
23;87539.809;1055.41;8298.746;72287.097;57.239;1657.16;727.78;
