Час;Объем полного планового потребления, МВт.ч;Индекс равновесных цен на покупку электроэнергии, руб./МВт.ч.;Объем покупки по регулируемым договорам, МВт.ч;Объем покупки на РСВ, МВт.ч;Объем продажи в обеспечение РД, МВт.ч;Максимальный индекс равновесной цены, руб./МВт.ч;Минимальный индекс равновесной цены, руб./МВт.ч;
0;86764.252;1189.91;8298.746;71724.571;53.312;1802.37;788.27;
1;85261.162;1108.75;8298.746;70251.588;91.855;1707.55;719.01;
2;84533.986;1092.67;8298.746;69564.312;140.718;1628.26;694.59;
3;84161.000;1099.33;8298.746;69125.972;87.367;1657.39;699.57;
4;84632.846;1112.79;8298.746;69583.896;65.510;1666.82;701.68;
5;85420.540;1163.10;8298.746;70489.053;131.266;2044.29;722.52;
6;86461.544;1171.81;22681.388;57189.995;106.038;1681.24;728.75;
7;88842.528;1291.14;22681.388;59528.759;52.421;2074.79;796.80;
8;91696.469;1541.44;19012.452;66151.333;144.307;2104.62;993.00;
9;93862.752;1591.53;19012.452;68230.779;78.151;2101.29;1056.10;
10;94326.379;1616.67;19012.452;68696.455;73.906;2094.73;1073.22;
11;94016.985;1735.85;19012.452;68381.710;71.719;2112.56;1203.12;
12;93534.030;1647.39;19012.452;67863.610;71.577;2092.76;1137.51;
13;93260.930;1601.37;19012.452;67558.485;70.757;2086.00;1104.47;
14;92865.809;1575.52;19012.452;67162.689;73.163;2086.00;1079.04;
15;92592.241;1568.23;19012.452;66885.998;75.347;2086.00;1067.85;
16;92769.135;1595.32;19012.452;67073.138;66.874;2086.00;1065.41;
17;93576.504;1591.29;19012.452;67897.645;42.443;2086.00;1044.96;
18;94128.602;1595.52;19012.452;68503.259;39.351;2089.71;1044.68;
19;94807.669;1767.08;35885.078;52422.557;104.751;2423.33;1164.87;
20;94326.202;1773.81;35885.078;51978.632;125.160;2493.40;1182.75;
21;92384.314;1685.97;35885.078;50104.556;205.849;2442.67;1153.37;
22;89642.805;1473.38;35885.078;47446.119;413.206;2524.00;959.69;
23;87937.509;1257.66;8298.746;72923.585;32.586;1945.22;825.21;
