Час;Объем полного планового потребления, МВт.ч;Индекс равновесных цен на покупку электроэнергии, руб./МВт.ч.;Объем покупки по регулируемым договорам, МВт.ч;Объем покупки на РСВ, МВт.ч;Объем продажи в обеспечение РД, МВт.ч;Максимальный индекс равновесной цены, руб./МВт.ч;Минимальный индекс равновесной цены, руб./МВт.ч;
0;85118.223;1086.29;8298.746;70036.629;50.838;1589.01;693.07;
1;83726.504;1049.96;8298.746;68678.031;92.224;1512.52;655.60;
2;83367.088;1048.64;8298.746;68370.802;146.638;1472.14;642.64;
3;83737.194;1079.07;8298.746;68702.875;93.582;1676.83;652.38;
4;84953.615;1134.80;8298.746;69907.320;67.334;2435.21;660.41;
5;86633.973;1181.25;8298.746;71546.526;129.762;1687.90;676.43;
6;89161.768;1311.18;22681.388;59566.535;99.838;1793.64;0.00;
7;92719.710;1476.28;22681.388;62930.687;72.957;2184.24;0.00;
8;95971.158;1709.32;19012.452;69940.246;138.917;2127.98;1027.21;
9;97348.649;1762.41;19012.452;71268.327;102.558;2186.97;949.59;
10;97164.982;1728.39;19012.452;71037.636;101.112;2221.09;830.57;
11;96515.995;1747.49;19012.452;70344.370;86.791;2202.41;809.63;
12;95674.704;1736.55;19012.452;69455.488;86.609;2186.23;800.83;
13;95730.572;1732.84;19012.452;69510.685;79.812;2178.46;814.89;
14;95444.568;1710.66;19012.452;69224.087;82.804;2166.04;763.90;
15;95105.899;1691.47;19012.452;68872.977;40.581;2148.57;847.55;
16;94865.990;1655.64;19012.452;68666.118;40.252;2113.62;836.44;
17;94578.073;1547.85;19012.452;68418.422;58.625;2119.97;250.11;
18;95299.585;1587.99;19012.452;69197.333;53.600;2287.82;1066.09;
19;96129.926;1738.39;35885.078;53264.767;116.863;2523.60;1153.00;
20;95466.970;1725.60;35885.078;52648.124;136.933;2700.95;1153.00;
21;93977.814;1691.85;35885.078;51314.303;191.094;2552.42;1153.00;
22;90743.685;1244.40;35885.078;48245.334;379.042;1852.56;870.51;
23;88140.936;1091.55;8298.746;72846.383;24.390;1672.01;747.53;
