Час;Объем полного планового потребления, МВт.ч;Индекс равновесных цен на покупку электроэнергии, руб./МВт.ч.;Объем покупки по регулируемым договорам, МВт.ч;Объем покупки на РСВ, МВт.ч;Объем продажи в обеспечение РД, МВт.ч;Максимальный индекс равновесной цены, руб./МВт.ч;Минимальный индекс равновесной цены, руб./МВт.ч;
0;76030.584;1061.46;5799.155;64506.190;12.841;1470.01;612.24;
1;74066.467;967.29;5799.155;62516.333;16.058;1470.00;533.74;
2;73055.634;948.53;5799.155;61506.002;23.715;1470.00;518.29;
3;72775.724;929.16;5799.155;61229.975;23.686;1470.00;500.15;
4;73206.258;945.76;5799.155;61665.395;23.730;1470.01;501.62;
5;74573.547;971.08;5799.155;63046.677;23.022;1470.01;0.00;
6;78001.335;1341.92;17994.069;54232.994;29.977;3045.33;678.31;
7;82300.308;1520.67;17994.069;58376.389;22.907;3039.43;787.57;
8;87531.429;1853.12;15396.961;66242.888;46.775;3050.62;0.00;
9;91142.723;1921.55;15396.961;69855.872;25.413;3046.29;0.00;
10;92530.407;2009.23;15396.961;71224.889;21.309;3052.58;0.00;
11;93011.514;2078.21;15396.961;71677.691;25.213;3225.33;0.00;
12;92883.106;1993.14;15396.961;71572.320;33.550;3060.52;0.00;
13;93497.464;2059.81;15396.961;72205.660;33.991;3220.26;0.00;
14;93389.601;2040.64;15396.961;72124.588;35.871;3080.84;0.00;
15;92853.807;2027.67;15396.961;71589.622;32.320;3090.14;998.36;
16;92221.760;2005.91;15396.961;71009.510;27.948;3070.71;503.85;
17;91077.969;1992.76;15396.961;69922.730;29.722;3053.42;528.23;
18;89777.598;1964.13;15396.961;68609.780;31.091;3270.50;690.51;
19;89142.111;1935.41;15396.961;68006.317;44.407;3043.92;918.58;
20;89192.931;1930.76;28707.300;54814.164;72.975;3066.76;810.03;
21;87052.102;1848.21;28707.300;52808.200;77.873;2423.98;790.35;
22;82692.181;1660.59;28707.300;48495.503;151.057;2239.26;534.38;
23;78370.973;1264.11;28707.300;44268.796;294.455;1522.04;700.98;
