Час;Объем полного планового потребления, МВт.ч;Индекс равновесных цен на покупку электроэнергии, руб./МВт.ч.;Объем покупки по регулируемым договорам, МВт.ч;Объем покупки на РСВ, МВт.ч;Объем продажи в обеспечение РД, МВт.ч;Максимальный индекс равновесной цены, руб./МВт.ч;Минимальный индекс равновесной цены, руб./МВт.ч;
0;76274.193;1017.21;5799.155;64871.861;4.452;1470.00;575.52;
1;74398.292;933.48;5799.155;62970.601;10.938;1470.00;504.92;
2;73402.119;891.78;5799.155;61979.930;17.943;1470.00;469.17;
3;73096.810;861.77;5799.155;61672.860;19.063;1470.00;438.70;
4;73550.059;853.25;5799.155;62134.411;22.196;1470.01;416.79;
5;74736.711;987.45;5799.155;63335.183;22.180;1470.01;364.25;
6;78086.983;1229.04;17994.069;54434.500;29.505;1525.24;532.44;
7;82315.531;1464.91;17994.069;58467.442;20.845;1789.52;767.20;
8;87411.562;1671.88;15396.961;66241.769;65.711;2085.07;272.80;
9;90965.699;1854.53;15396.961;69773.118;29.612;2485.23;991.12;
10;92404.815;1889.44;15396.961;71197.533;24.705;2542.76;1022.18;
11;92971.630;1913.71;15396.961;71737.737;24.280;2750.73;1055.70;
12;93167.023;1913.66;15396.961;71951.042;32.650;2751.25;1055.93;
13;93590.766;1911.91;15396.961;72389.134;32.852;2760.68;1047.88;
14;93584.667;1918.66;15396.961;72391.593;34.217;2684.76;1081.17;
15;92950.496;1912.16;15396.961;71764.677;31.764;2984.64;1004.91;
16;92234.443;1902.99;15396.961;71043.391;23.643;2970.87;975.72;
17;91060.652;1858.25;15396.961;69927.384;21.927;2649.78;1039.92;
18;89901.609;1876.57;15396.961;68787.220;17.750;2426.44;1073.08;
19;89628.306;1863.72;15396.961;68563.153;27.409;2439.64;1050.98;
20;89501.414;1844.22;28707.300;55204.881;58.627;2427.10;1008.37;
21;87212.219;1777.93;28707.300;53073.713;80.885;2512.50;1027.83;
22;82746.914;1603.87;28707.300;48650.529;150.500;2259.37;902.36;
23;78466.739;1311.90;28707.300;44405.339;274.992;1626.57;754.37;
