Час;Объем полного планового потребления, МВт.ч;Индекс равновесных цен на покупку электроэнергии, руб./МВт.ч.;Объем покупки по регулируемым договорам, МВт.ч;Объем покупки на РСВ, МВт.ч;Объем продажи в обеспечение РД, МВт.ч;Максимальный индекс равновесной цены, руб./МВт.ч;Минимальный индекс равновесной цены, руб./МВт.ч;
0;74959.401;1200.32;6340.406;62655.253;7.639;1630.00;924.42;
1;72790.751;1079.00;6340.406;60496.026;53.501;1630.00;844.46;
2;71396.902;954.36;6340.406;59120.781;92.020;1630.00;728.41;
3;70763.242;904.81;6340.406;58506.534;118.975;1630.00;667.08;
4;71078.949;898.85;6340.406;58857.369;152.972;1630.01;654.47;
5;72799.915;1060.67;6340.406;60588.251;152.892;1630.01;797.62;
6;76377.913;1151.86;19302.818;51208.736;136.271;1758.47;862.87;
7;81180.488;1470.78;19302.818;55814.995;42.082;1760.67;1122.89;
8;86100.857;1764.62;16577.379;63767.050;317.419;2174.03;1140.00;
9;89060.271;1928.69;16577.379;66605.982;151.278;2352.04;1140.00;
10;90053.043;1964.41;16577.379;67544.982;88.420;2442.44;1140.00;
11;90303.819;1968.55;16577.379;67762.499;58.250;2433.70;1140.00;
12;90234.649;1965.31;16577.379;67690.846;52.264;2449.86;1140.00;
13;90736.672;1969.22;16577.379;68198.851;49.707;2449.05;1140.00;
14;91135.158;1987.94;16577.379;68603.167;51.432;2449.00;1140.00;
15;90687.013;1988.21;16577.379;68149.797;54.362;2436.09;1140.00;
16;90153.505;1999.84;16577.379;67622.834;51.885;2432.19;1140.00;
17;89138.602;1977.76;16577.379;66685.017;46.229;2430.10;1140.00;
18;88415.131;1951.57;16577.379;66030.669;91.958;2423.45;1140.00;
19;87795.875;1930.87;16577.379;65392.993;103.345;2399.21;1140.00;
20;87499.463;1905.65;30759.230;50897.022;60.079;2413.40;1140.00;
21;86546.335;1890.68;30759.230;50109.812;84.672;2461.14;1140.00;
22;82593.826;1585.23;30759.230;46323.046;280.831;2075.03;1058.67;
23;79086.081;1362.40;30759.230;43100.388;652.997;2004.11;978.56;
