Час;Объем полного планового потребления, МВт.ч;Индекс равновесных цен на покупку электроэнергии, руб./МВт.ч.;Объем покупки по регулируемым договорам, МВт.ч;Объем покупки на РСВ, МВт.ч;Объем продажи в обеспечение РД, МВт.ч;Максимальный индекс равновесной цены, руб./МВт.ч;Минимальный индекс равновесной цены, руб./МВт.ч;
0;75114.730;1189.65;6340.406;63045.783;131.012;1430.74;818.93;
1;73150.247;1103.15;6340.406;61069.716;142.342;1312.15;734.21;
2;72067.746;1025.52;6340.406;60006.362;171.861;1205.71;669.30;
3;71329.793;994.04;6340.406;59309.907;222.110;1165.05;632.01;
4;71393.026;882.35;6340.406;59433.768;278.326;1173.69;0.00;
5;73022.230;983.27;6340.406;61070.707;280.130;1344.78;0.00;
6;76097.777;1183.95;19302.818;51109.235;227.044;1673.79;0.00;
7;81092.226;1498.92;19302.818;55907.444;159.141;1941.56;961.99;
8;85771.772;1726.08;16577.379;63525.294;418.566;2306.28;1098.39;
9;88592.217;1884.02;16577.379;66201.071;231.151;2432.67;1305.44;
10;89500.703;1970.52;16577.379;67013.813;158.280;2632.18;1361.23;
11;89656.281;1974.20;16577.379;67148.601;149.907;2632.44;1363.19;
12;89337.165;1924.57;16577.379;66853.505;154.153;2587.22;1335.79;
13;89672.112;1907.33;16577.379;67229.751;153.864;2519.46;1274.62;
14;89409.117;1977.82;16577.379;66995.931;149.200;2709.57;1174.70;
15;88788.794;1946.62;16577.379;66382.856;151.612;2644.06;1306.04;
16;88135.003;1927.37;16577.379;65775.552;152.114;2609.44;1306.41;
17;87174.944;1806.72;16577.379;64822.230;126.421;2323.81;1145.00;
18;86267.759;1780.09;16577.379;63932.455;130.907;2239.13;1145.00;
19;85558.846;1711.43;16577.379;63217.664;131.801;2162.66;1128.50;
20;85490.700;1713.87;30759.230;48985.302;131.914;2174.47;1126.96;
21;85037.597;1726.79;30759.230;48603.334;79.233;2186.02;1136.02;
22;81447.849;1546.49;30759.230;45076.167;142.997;1982.36;1001.03;
23;78481.677;1413.66;30759.230;42583.843;659.258;1826.18;959.18;
